---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
Code before measurement
List file = None
Join codes: No.
Allow partial blocks?  Yes
---------Head End-----------
2222,130.88750,266.94306,1522.4630
3333,122.46806,266.13972,1158.8630
3333,302.46944,93.86556,1158.8620
RRR,179.99417,94.38417,23.0780
RRR,359.99361,265.62056,23.0780
1111,113.86444,265.77583,1140.4280
1111,293.86583,94.22778,1140.4270
2222,310.88583,93.06222,1522.3760
2222,130.88472,266.94278,1522.3730
3333,122.46056,266.14000,1158.7900
3333,302.46333,93.86528,1158.7870
RRR,179.99417,94.38472,23.0780
RRR,359.99389,265.62250,23.0780
1111,113.85889,265.77833,1140.3720
1111,293.85944,94.22694,1140.3710
2222,310.88250,93.06000,1522.2840
2222,130.88000,266.94556,1522.2840
3333,122.45472,266.14306,1158.7150
3333,302.45806,93.86417,1158.7130
RRR,179.99389,94.38528,23.0780
RRR,359.99222,265.62278,23.0780
1111,113.85056,265.78306,1140.3160
1111,293.85250,94.22639,1140.3150
2222,310.87889,93.06167,1522.1950
2222,130.87583,266.94667,1522.1920
3333,122.44806,266.14528,1158.6400
3333,302.45056,93.86278,1158.6370
RRR,179.99306,94.38278,23.0780
RRR,359.99417,265.62083,23.0780
1111,113.84417,265.78111,1140.2600
1111,293.84611,94.22361,1140.2600
2222,310.87306,93.06056,1522.1050
2222,130.87139,266.94694,1522.1030
3333,122.44250,266.14417,1158.5650
3333,302.44444,93.86167,1158.5630
RRR,179.99472,94.38417,23.0780
RRR,359.99361,265.62139,23.0780
1111,113.83667,265.78278,1140.2030
1111,293.83917,94.22222,1140.2010
2222,310.86861,93.05889,1522.0140
2222,130.86722,266.94667,1522.0110
3333,122.43611,266.14556,1158.4890
3333,302.43833,93.85972,1158.4870
RRR,179.99389,94.38556,23.0780
RRR,359.99389,265.62167,23.0780
1111,113.83083,265.78472,1140.1470
1111,293.83194,94.22083,1140.1460
2222,310.86528,93.06000,1521.9230
2222,130.86333,266.94639,1521.9200
3333,122.42972,266.14528,1158.4130
3333,302.43222,93.85750,1158.4110
