id,t,x,y,z
1,157.521412,-1017.104048,296.212669,-49.6856938
1,157.5318287,-1017.120949,296.083947,-49.669337
1,157.5422454,-1017.141463,295.948194,-49.6632766
1,157.552662,-1017.151948,295.841683,-49.6881937000001
1,157.5630787,-1017.165291,295.719739,-49.6820853
1,157.5905093,-1017.199758,295.416907,-49.7002149
1,157.5943287,-1017.207528,295.360256,-49.7179476
1,157.6152778,-1017.240308,295.105187,-49.6980579
1,157.6743056,-1017.319365,294.417067,-49.7183764
1,157.677662,-1017.336072,294.339063,-49.7103988
1,157.6880787,-1017.339746,294.249208,-49.7300223
1,157.6984954,-1017.362594,294.100927,-49.7240078999999
1,157.708912,-1017.375326,293.978972,-49.7048722
1,157.7193287,-1017.391605,293.849966,-49.7400723
1,157.7297454,-1017.399279,293.745413,-49.7210297
1,157.7402778,-1017.422593,293.575839,-49.7766465
1,157.7505787,-1017.432084,293.466339,-49.7704451
1,157.7609954,-1017.449822,293.335275,-49.7437089
1,157.7715278,-1017.458985,293.209534,-49.7863414
1,157.7993056,-1017.502418,292.853474,-49.7914749
1,157.802662,-1017.505103,292.827518,-49.7292894
1,157.8443287,-1017.564955,292.305299,-49.7974895999999
1,157.8652778,-1017.589523,292.058784,-49.8161163
1,157.8755787,-1017.609031,291.909447,-49.8355905
1,157.8859954,-1017.62551,291.775393,-49.8268863
1,157.896412,-1017.638011,291.661539,-49.8233742
1,157.9068287,-1017.644313,291.553889,-49.8248646
1,157.9172454,-1017.678229,291.374109,-49.8008474
1,157.927662,-1017.686485,291.27241,-49.833529
1,157.9380787,-1017.693866,291.170368,-49.8325414
1,157.9484954,-1017.706912,291.051312,-49.8470091
1,157.958912,-1017.729299,290.905726,-49.8358282
1,157.9693287,-1017.736725,290.814374,-49.8452922
1,157.9796296,-1017.758349,290.652345,-49.8492838
1,157.990162,-1017.766174,290.563901,-49.8330769
1,158.0005787,-1017.774527,290.459666,-49.8449249
1,158.0109954,-1017.790008,290.338547,-49.8518623
1,158.021412,-1017.804352,290.219989,-49.8561812
1,158.031713,-1017.825347,290.068566,-49.8731938
1,158.0422454,-1017.833962,289.974987,-49.8697754
1,158.052662,-1017.856835,289.84005,-49.8046205000001
1,158.0630787,-1017.868615,289.731439,-49.8449863
1,158.0734954,-1017.878429,289.627553,-49.8337837
1,158.083912,-1017.892434,289.503548,-49.8431279
1,158.0943287,-1017.918401,289.350882,-49.8166154
1,158.1046296,-1017.922792,289.253532,-49.8670980000001
1,158.115162,-1017.939701,289.138239,-49.8612725
1,158.1255787,-1017.950934,289.018745,-49.8679506
1,158.1359954,-1017.97054,288.899041,-49.810565
1,158.146412,-1017.981732,288.779449,-49.8714678
1,158.1568287,-1017.996991,288.653337,-49.8652454
1,158.1672454,-1018.012143,288.537565,-49.854138
1,158.177662,-1018.021422,288.425603,-49.8557201
1,158.1880787,-1018.038099,288.297028,-49.8445192
1,158.1984954,-1018.05568,288.166026,-49.8178243
1,158.208912,-1018.072856,288.026951,-49.8246182
1,158.2193287,-1018.078053,287.924408,-49.8648532
1,158.2297454,-1018.095526,287.785524,-49.863772
1,158.240162,-1018.106525,287.671295,-49.8628995
1,158.2505787,-1018.121932,287.526465,-49.8952561999999
1,158.2609954,-1018.127588,287.432035,-49.8994086
1,158.271412,-1018.138663,287.304604,-49.908583
1,158.2818287,-1018.161782,287.15391,-49.8689922999999
1,158.2921296,-1018.18086,287.01014,-49.9144328
1,158.302662,-1018.185823,286.902297,-49.9133707
1,158.3130787,-1018.216733,286.716604,-49.9149052
1,158.3233796,-1018.211527,286.643117,-49.9447319
1,158.333912,-1018.218163,286.533076,-49.9745354
1,158.3443287,-1018.238566,286.384433,-49.9658573
1,158.3547454,-1018.247945,286.272584,-49.949353
1,158.365162,-1018.260693,286.142894,-49.9662817
1,158.3755787,-1018.279547,285.996422,-49.9756629
1,158.3859954,-1018.283566,285.898997,-49.9745083
1,158.396412,-1018.299738,285.762424,-49.9812034
1,158.4299769,-1018.348816,285.339575,-49.9884353
1,158.4380787,-1018.35045,285.270738,-49.9773307
1,158.4484954,-1018.368188,285.139902,-49.9918756
1,158.4693287,-1018.399133,284.885121,-49.9668387
1,158.4797454,-1018.408947,284.76799,-49.9683929
1,158.490162,-1018.412482,284.681208,-49.9777498
1,158.5005787,-1018.424997,284.549031,-50.0308294
1,158.5109954,-1018.433923,284.445079,-50.0170148
1,158.5349537,-1018.463166,284.176469,-50.0278283
1,159.3246528,-1019.399393,275.16377,-50.2613286
1,159.333912,-1019.402189,275.074335,-50.2630351
1,159.3443287,-1019.413058,274.950148,-50.2594003
