Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
CGR1	6	20	3	31	171.1465278	179.99111	272.77028	131.869	4999.98	5131.715	1007.995
444	6	20	3	31	171.1465278	107.84917	267.22194	1046.19	4005.329	5320.293	950.991
CGR1	6	20	3	45	171.15625	359.98917	87.23861	131.869	4999.975	5131.716	1007.974
444	6	20	3	45	171.15625	287.83944	92.78611	1046.168	4005.302	5320.116	950.843
CGR1	6	20	3	46	171.1569444	179.99139	272.76861	131.869	4999.98	5131.715	1007.991
444	6	20	3	46	171.1569444	107.84167	267.22111	1046.167	4005.311	5320.16	950.976
CGR1	6	20	4	0	171.1666667	359.99056	87.23694	131.869	4999.978	5131.716	1007.978
444	6	20	4	0	171.1666667	287.8325	92.785	1046.142	4005.289	5319.992	950.862
CGR1	6	20	4	1	171.1673611	179.99083	272.76889	131.869	4999.979	5131.715	1007.992
444	6	20	4	1	171.1673611	107.83417	267.22056	1046.143	4005.292	5320.021	950.967
CGR1	6	20	4	15	171.1770833	359.99056	87.23583	131.869	4999.978	5131.716	1007.981
444	6	20	4	15	171.1770833	287.82444	92.78639	1046.121	4005.263	5319.841	950.841
CGR1	6	20	4	16	171.1777778	179.99194	272.7675	131.869	4999.982	5131.715	1007.988
444	6	20	4	16	171.1777778	107.82722	267.22306	1046.12	4005.273	5319.895	951.011
CGR1	6	20	4	30	171.1875	359.99028	87.23972	131.869	4999.978	5131.716	1007.972
444	6	20	4	30	171.1875	287.8175	92.78722	1046.097	4005.248	5319.713	950.824
CGR1	6	20	4	31	171.1881944	179.99167	272.76667	131.869	4999.981	5131.715	1007.987
444	6	20	4	31	171.1881944	107.81833	267.22222	1046.095	4005.247	5319.732	950.999
CGR1	6	20	4	45	171.1979167	359.99	87.23722	131.869	4999.977	5131.716	1007.977
444	6	20	4	45	171.1979167	287.81056	92.7875	1046.075	4005.231	5319.587	950.822
CGR1	6	20	4	46	171.1986111	179.99083	272.76944	131.869	4999.979	5131.715	1007.993
444	6	20	4	46	171.1986111	107.81111	267.22111	1046.073	4005.23	5319.601	950.978
CGR1	6	20	5	0	171.2083333	359.99056	87.23639	131.869	4999.979	5131.716	1007.979
444	6	20	5	0	171.2083333	287.80333	92.78694	1046.05	4005.214	5319.453	950.832
CGR1	6	20	5	1	171.2090278	179.99111	272.77028	131.869	4999.98	5131.715	1007.994
444	6	20	5	1	171.2090278	107.80417	267.21944	1046.049	4005.216	5319.473	950.95
CGR1	6	20	5	15	171.21875	359.99083	87.23639	131.869	4999.979	5131.716	1007.979
444	6	20	5	15	171.21875	287.79528	92.785	1046.028	4005.188	5319.307	950.869
CGR1	6	20	5	16	171.2194444	179.99028	272.76917	131.869	4999.978	5131.715	1007.992
444	6	20	5	16	171.2194444	107.79611	267.21806	1046.027	4005.192	5319.324	950.928
CGR1	6	20	5	30	171.2291667	359.99056	87.23667	131.869	4999.978	5131.716	1007.979
CGR1	6	20	5	31	171.2298611	179.99306	272.76611	131.869	4999.984	5131.715	1007.985
444	6	20	5	31	171.2298611	107.79056	267.21722	1046.002	4005.185	5319.219	950.913
CGR1	6	20	5	45	171.2395833	359.99028	87.23694	131.869	4999.978	5131.716	1007.978
444	6	20	5	45	171.2395833	287.78028	92.78694	1045.978	4005.154	5319.031	950.836
CGR1	6	20	5	46	171.2402778	179.99111	272.77194	131.869	4999.98	5131.714	1007.999
444	6	20	5	46	171.2402778	107.78278	267.21944	1045.978	4005.163	5319.079	950.956
CGR1	6	20	6	0	171.25	359.99083	87.2375	131.869	4999.979	5131.716	1007.977
444	6	20	6	0	171.25	287.77167	92.78861	1045.956	4005.129	5318.877	950.805
CGR1	6	20	6	1	171.2506944	179.99139	272.76944	131.869	4999.98	5131.715	1007.993
444	6	20	6	1	171.2506944	107.77333	267.21917	1045.952	4005.135	5318.905	950.949
CGR1	6	20	6	15	171.2604167	359.99111	87.23778	131.869	4999.979	5131.716	1007.976
444	6	20	6	15	171.2604167	287.76556	92.78861	1045.931	4005.118	5318.763	950.811
CGR1	6	20	6	16	171.2611111	179.99278	272.76972	131.869	4999.983	5131.715	1007.993
444	6	20	6	16	171.2611111	107.76778	267.21806	1045.93	4005.126	5318.801	950.929
