Output order: Pnt Id	month	day	hour	min	dec day	 Hz	 V	 Sd	 East	 North	 Elev
444	6	22	22	10	173.9236111	285.9475	92.90833	1039.81	4001.489	5285.329	948.935
CGR1	6	22	22	11	173.9243056	179.98694	272.77083	131.869	4999.97	5131.715	1007.996
CGR1	6	22	22	20	173.9305556	359.98833	87.2375	131.869	4999.973	5131.715	1007.977
444	6	22	22	20	173.9305556	285.94472	92.91083	1039.799	4001.487	5285.275	948.892
CGR1	6	22	22	21	173.93125	179.9875	272.76833	131.869	4999.972	5131.715	1007.99
444	6	22	22	21	173.93125	105.945	267.095	1039.79	4001.493	5285.281	948.995
CGR1	6	22	22	30	173.9375	359.9875	87.23917	131.869	4999.971	5131.716	1007.973
444	6	22	22	30	173.9375	285.94	92.90972	1039.782	4001.479	5285.189	948.91
CGR1	6	22	22	31	173.9381944	179.98833	272.77083	131.869	4999.973	5131.714	1007.996
444	6	22	22	31	173.9381944	105.94139	267.09611	1039.78	4001.483	5285.215	949.019
CGR1	6	22	22	40	173.9444444	359.98694	87.23722	131.869	4999.97	5131.715	1007.977
444	6	22	22	40	173.9444444	285.93528	92.91278	1039.765	4001.474	5285.103	948.86
CGR1	6	22	22	41	173.9451389	179.98694	272.76806	131.869	4999.97	5131.714	1007.99
444	6	22	22	41	173.9451389	105.93694	267.095	1039.768	4001.474	5285.136	949
CGR1	6	22	22	50	173.9513889	359.98778	87.24028	131.869	4999.972	5131.716	1007.97
444	6	22	22	50	173.9513889	285.93	92.91333	1039.755	4001.459	5285.009	948.846
CGR1	6	22	22	51	173.9520833	179.98778	272.77167	131.868	4999.972	5131.714	1007.998
444	6	22	22	51	173.9520833	105.93222	267.09472	1039.752	4001.465	5285.049	948.996
CGR1	6	22	23	0	173.9583333	359.98889	87.23861	131.869	4999.975	5131.716	1007.974
444	6	22	23	0	173.9583333	285.92694	92.9125	1039.739	4001.458	5284.95	948.865
CGR1	6	22	23	1	173.9590278	179.98833	272.77028	131.869	4999.973	5131.714	1007.995
444	6	22	23	1	173.9590278	105.92778	267.09528	1039.739	4001.455	5284.965	949.002
CGR1	6	22	23	10	173.9652778	359.9875	87.23667	131.869	4999.971	5131.716	1007.979
444	6	22	23	10	173.9652778	285.92222	92.91222	1039.726	4001.447	5284.863	948.868
CGR1	6	22	23	11	173.9659722	179.98806	272.77056	131.869	4999.973	5131.714	1007.995
444	6	22	23	11	173.9659722	105.92333	267.09639	1039.726	4001.445	5284.886	949.025
CGR1	6	22	23	20	173.9722222	359.98889	87.23833	131.869	4999.975	5131.716	1007.975
444	6	22	23	20	173.9722222	285.91778	92.91222	1039.711	4001.438	5284.783	948.868
CGR1	6	22	23	21	173.9729167	179.98694	272.77083	131.869	4999.97	5131.715	1007.996
444	6	22	23	21	173.9729167	105.92056	267.09528	1039.711	4001.445	5284.832	949.006
CGR1	6	22	23	30	173.9791667	359.98833	87.23694	131.869	4999.973	5131.716	1007.978
444	6	22	23	30	173.9791667	285.91361	92.91222	1039.702	4001.427	5284.707	948.872
CGR1	6	22	23	31	173.9798611	179.98722	272.76972	131.869	4999.971	5131.715	1007.993
CGR1	6	22	23	40	173.9861111	359.98722	87.23833	131.869	4999.971	5131.716	1007.975
444	6	22	23	40	173.9861111	285.90944	92.91389	1039.687	4001.422	5284.63	948.841
CGR1	6	22	23	41	173.9868056	179.98778	272.77028	131.869	4999.972	5131.714	1007.995
444	6	22	23	41	173.9868056	105.91139	267.09472	1039.688	4001.423	5284.668	948.997
CGR1	6	22	23	50	173.9930556	359.99028	87.23722	131.869	4999.978	5131.716	1007.977
444	6	22	23	50	173.9930556	285.90639	92.91417	1039.675	4001.419	5284.573	948.837
CGR1	6	22	23	51	173.99375	179.99	272.77028	131.869	4999.977	5131.715	1007.994
444	6	22	23	51	173.99375	105.90889	267.095	1039.674	4001.424	5284.618	949.004
CGR1	6	23	0	0	174	359.9875	87.2375	131.869	4999.971	5131.716	1007.977
444	6	23	0	0	174	285.90056	92.91556	1039.663	4001.403	5284.469	948.811
CGR1	6	23	0	1	174.0006944	179.98833	272.76889	131.869	4999.973	5131.715	1007.991
444	6	23	0	1	174.0006944	105.90361	267.0925	1039.664	4001.41	5284.524	948.96
CGR1	6	23	0	10	174.0069444	359.9875	87.23694	131.869	4999.971	5131.715	1007.978
444	6	23	0	10	174.0069444	285.89583	92.91583	1039.651	4001.391	5284.383	948.806
CGR1	6	23	0	11	174.0076389	179.98861	272.76972	131.869	4999.974	5131.715	1007.993
444	6	23	0	11	174.0076389	105.89806	267.09194	1039.648	4001.398	5284.424	948.949
CGR1	6	23	0	20	174.0138889	359.9875	87.23778	131.869	4999.971	5131.715	1007.976
444	6	23	0	20	174.0138889	285.8925	92.91583	1039.639	4001.387	5284.324	948.809
CGR1	6	23	0	21	174.0145833	179.98722	272.76944	131.869	4999.971	5131.714	1007.993
444	6	23	0	21	174.0145833	105.89389	267.09167	1039.636	4001.388	5284.345	948.943
CGR1	6	23	0	30	174.0208333	359.98778	87.23778	131.869	4999.972	5131.715	1007.976
444	6	23	0	30	174.0208333	285.88861	92.91472	1039.623	4001.38	5284.249	948.829
CGR1	6	23	0	31	174.0215278	179.98889	272.76889	131.869	4999.975	5131.715	1007.992
444	6	23	0	31	174.0215278	105.89056	267.09222	1039.62	4001.387	5284.285	948.957
CGR1	6	23	0	40	174.0277778	359.99	87.23833	131.869	4999.977	5131.716	1007.975
444	6	23	0	40	174.0277778	285.88528	92.91417	1039.609	4001.377	5284.186	948.839
CGR1	6	23	0	41	174.0284722	179.98944	272.76972	131.869	4999.976	5131.715	1007.993
444	6	23	0	41	174.0284722	105.88639	267.09389	1039.61	4001.375	5284.21	948.985
CGR1	6	23	0	50	174.0347222	359.99	87.2375	131.869	4999.977	5131.716	1007.976
444	6	23	0	50	174.0347222	285.88111	92.91639	1039.596	4001.371	5284.112	948.802
CGR1	6	23	0	51	174.0354167	179.98972	272.76917	131.869	4999.976	5131.715	1007.992
444	6	23	0	51	174.0354167	105.88361	267.09222	1039.595	4001.377	5284.159	948.957
CGR1	6	23	1	0	174.0416667	359.98833	87.23806	131.869	4999.973	5131.716	1007.975
444	6	23	1	0	174.0416667	285.87528	92.91444	1039.586	4001.35	5284.01	948.838
CGR1	6	23	1	1	174.0423611	179.98917	272.76861	131.869	4999.975	5131.715	1007.991
444	6	23	1	1	174.0423611	105.87778	267.09278	1039.584	4001.358	5284.054	948.965
CGR1	6	23	1	10	174.0486111	359.98861	87.2375	131.869	4999.974	5131.716	1007.977
444	6	23	1	10	174.0486111	285.87278	92.91472	1039.571	4001.352	5283.958	948.831
CGR1	6	23	1	11	174.0493056	179.98889	272.76944	131.869	4999.975	5131.715	1007.992
444	6	23	1	11	174.0493056	105.87361	267.09278	1039.57	4001.351	5283.974	948.967
CGR1	6	23	1	20	174.0555556	359.98917	87.23806	131.869	4999.975	5131.716	1007.975
444	6	23	1	20	174.0555556	285.86778	92.91417	1039.558	4001.34	5283.871	948.844
CGR1	6	23	1	21	174.05625	179.99	272.77111	131.869	4999.977	5131.714	1007.996
444	6	23	1	21	174.05625	105.87111	267.09333	1039.557	4001.351	5283.929	948.978
CGR1	6	23	1	30	174.0625	359.98861	87.23778	131.869	4999.974	5131.715	1007.976
444	6	23	1	30	174.0625	285.86417	92.91694	1039.545	4001.336	5283.8	948.79
CGR1	6	23	1	31	174.0631944	179.98861	272.77139	131.869	4999.974	5131.715	1007.997
444	6	23	1	31	174.0631944	105.86528	267.09167	1039.544	4001.335	5283.821	948.951
CGR1	6	23	1	40	174.0694444	359.98972	87.2375	131.869	4999.976	5131.716	1007.977
444	6	23	1	40	174.0694444	285.86056	92.91528	1039.532	4001.329	5283.736	948.822
CGR1	6	23	1	41	174.0701389	179.98889	272.77111	131.869	4999.974	5131.714	1007.996
444	6	23	1	41	174.0701389	105.86111	267.09056	1039.535	4001.324	5283.746	948.931
CGR1	6	23	1	50	174.0763889	359.98944	87.23833	131.869	4999.976	5131.715	1007.975
444	6	23	1	50	174.0763889	285.85583	92.91722	1039.518	4001.322	5283.65	948.79
CGR1	6	23	1	51	174.0770833	179.98833	272.77	131.869	4999.973	5131.714	1007.994
444	6	23	1	51	174.0770833	105.85722	267.09111	1039.521	4001.319	5283.678	948.94
CGR1	6	23	2	0	174.0833333	359.98833	87.23722	131.869	4999.974	5131.715	1007.977
444	6	23	2	0	174.0833333	285.85167	92.91778	1039.509	4001.31	5283.574	948.779
CGR1	6	23	2	1	174.0840278	179.98944	272.77028	131.869	4999.976	5131.714	1007.995
444	6	23	2	1	174.0840278	105.85417	267.08972	1039.507	4001.318	5283.619	948.915
CGR1	6	23	2	10	174.0902778	359.98833	87.23722	131.869	4999.973	5131.715	1007.977
444	6	23	2	10	174.0902778	285.84722	92.91667	1039.495	4001.3	5283.491	948.801
CGR1	6	23	2	11	174.0909722	179.98917	272.76917	131.869	4999.975	5131.715	1007.992
444	6	23	2	11	174.0909722	105.84917	267.09111	1039.495	4001.304	5283.529	948.942
CGR1	6	23	2	20	174.0972222	359.98917	87.23694	131.869	4999.975	5131.715	1007.978
444	6	23	2	20	174.0972222	285.84472	92.91722	1039.479	4001.304	5283.445	948.789
CGR1	6	23	2	21	174.0979167	179.99	272.76944	131.869	4999.977	5131.715	1007.993
444	6	23	2	21	174.0979167	105.84556	267.08833	1039.479	4001.303	5283.461	948.89
CGR1	6	23	2	30	174.1041667	359.98972	87.2375	131.869	4999.977	5131.715	1007.977
444	6	23	2	30	174.1041667	285.83944	92.91944	1039.468	4001.29	5283.351	948.752
CGR1	6	23	2	31	174.1048611	179.98972	272.77056	131.869	4999.977	5131.714	1007.995
444	6	23	2	31	174.1048611	105.84167	267.08944	1039.469	4001.293	5283.391	948.912
CGR1	6	23	2	40	174.1111111	359.98944	87.23778	131.869	4999.976	5131.715	1007.976
444	6	23	2	40	174.1111111	285.83583	92.91833	1039.456	4001.283	5283.283	948.774
CGR1	6	23	2	41	174.1118056	179.98972	272.77083	131.869	4999.977	5131.715	1007.996
444	6	23	2	41	174.1118056	105.83778	267.0875	1039.457	4001.287	5283.32	948.878
CGR1	6	23	2	50	174.1180556	359.98861	87.23806	131.869	4999.974	5131.715	1007.976
444	6	23	2	50	174.1180556	285.83111	92.91889	1039.444	4001.273	5283.199	948.761
CGR1	6	23	2	51	174.11875	179.98944	272.76972	131.869	4999.976	5131.715	1007.994
444	6	23	2	51	174.11875	105.83333	267.08806	1039.446	4001.275	5283.24	948.889
CGR1	6	23	3	0	174.125	359.98944	87.23722	131.869	4999.976	5131.715	1007.977
CGR1	6	23	3	1	174.1256944	179.99056	272.77083	131.868	4999.978	5131.714	1007.996
444	6	23	3	1	174.1256944	105.82889	267.08861	1039.43	4001.268	5283.155	948.897
CGR1	6	23	3	10	174.1319444	359.98972	87.23694	131.869	4999.977	5131.715	1007.978
444	6	23	3	10	174.1319444	285.8225	92.92028	1039.421	4001.253	5283.041	948.737
CGR1	6	23	3	11	174.1326389	179.99028	272.77194	131.869	4999.978	5131.714	1007.999
444	6	23	3	11	174.1326389	105.82389	267.08722	1039.422	4001.251	5283.066	948.875
CGR1	6	23	3	20	174.1388889	359.98889	87.23861	131.869	4999.974	5131.715	1007.974
444	6	23	3	20	174.1388889	285.81861	92.91972	1039.404	4001.248	5282.967	948.749
CGR1	6	23	3	21	174.1395833	179.99	272.77056	131.869	4999.977	5131.714	1007.995
444	6	23	3	21	174.1395833	105.82056	267.0875	1039.406	4001.251	5283.005	948.881
CGR1	6	23	3	30	174.1458333	359.98917	87.23778	131.869	4999.975	5131.715	1007.976
444	6	23	3	30	174.1458333	285.81528	92.92222	1039.391	4001.248	5282.907	948.706
CGR1	6	23	3	31	174.1465278	179.99	272.76944	131.869	4999.977	5131.714	1007.993
444	6	23	3	31	174.1465278	105.81694	267.08694	1039.392	4001.248	5282.941	948.871
CGR1	6	23	3	40	174.1527778	359.99028	87.23833	131.869	4999.977	5131.715	1007.975
444	6	23	3	40	174.1527778	285.81028	92.91861	1039.381	4001.229	5282.815	948.768
CGR1	6	23	3	41	174.1534722	179.98972	272.77	131.869	4999.977	5131.714	1007.994
444	6	23	3	41	174.1534722	105.81139	267.0875	1039.379	4001.232	5282.838	948.88
CGR1	6	23	3	50	174.1597222	359.98861	87.23778	131.869	4999.974	5131.716	1007.976
444	6	23	3	50	174.1597222	285.80639	92.9225	1039.366	4001.228	5282.746	948.702
CGR1	6	23	3	51	174.1604167	179.99	272.76917	131.869	4999.977	5131.715	1007.992
444	6	23	3	51	174.1604167	105.80861	267.08667	1039.366	4001.23	5282.784	948.87
CGR1	6	23	4	0	174.1666667	359.98778	87.23806	131.869	4999.972	5131.715	1007.975
444	6	23	4	0	174.1666667	285.80056	92.92083	1039.353	4001.211	5282.642	948.73
CGR1	6	23	4	1	174.1673611	179.98917	272.77111	131.869	4999.975	5131.714	1007.997
444	6	23	4	1	174.1673611	105.8025	267.0875	1039.359	4001.207	5282.679	948.882
CGR1	6	23	4	10	174.1736111	359.98972	87.23889	131.869	4999.977	5131.716	1007.974
444	6	23	4	10	174.1736111	285.79722	92.92167	1039.338	4001.209	5282.577	948.717
CGR1	6	23	4	11	174.1743056	179.98944	272.76972	131.869	4999.976	5131.715	1007.994
444	6	23	4	11	174.1743056	105.79889	267.08583	1039.338	4001.21	5282.607	948.854
CGR1	6	23	4	20	174.1805556	359.98972	87.23722	131.869	4999.976	5131.715	1007.977
444	6	23	4	20	174.1805556	285.79139	92.92083	1039.324	4001.193	5282.473	948.731
CGR1	6	23	4	21	174.18125	179.98806	272.76778	131.869	4999.973	5131.715	1007.989
444	6	23	4	21	174.18125	105.79361	267.08389	1039.329	4001.195	5282.514	948.82
CGR1	6	23	4	30	174.1875	359.98889	87.2375	131.869	4999.975	5131.715	1007.977
444	6	23	4	30	174.1875	285.78639	92.92194	1039.313	4001.18	5282.381	948.712
CGR1	6	23	4	31	174.1881944	179.98944	272.77056	131.869	4999.976	5131.714	1007.996
444	6	23	4	31	174.1881944	105.78889	267.08583	1039.311	4001.186	5282.424	948.856
CGR1	6	23	4	40	174.1944444	359.98944	87.23778	131.869	4999.976	5131.716	1007.976
444	6	23	4	40	174.1944444	285.78333	92.92056	1039.3	4001.177	5282.327	948.74
CGR1	6	23	4	41	174.1951389	179.98944	272.76917	131.869	4999.976	5131.715	1007.992
444	6	23	4	41	174.1951389	105.78528	267.08389	1039.299	4001.182	5282.358	948.822
CGR1	6	23	4	50	174.2013889	359.98972	87.23833	131.869	4999.977	5131.716	1007.975
444	6	23	4	50	174.2013889	285.77833	92.9225	1039.286	4001.166	5282.233	948.705
CGR1	6	23	4	51	174.2020833	179.98806	272.77	131.869	4999.972	5131.714	1007.994
444	6	23	4	51	174.2020833	105.78056	267.08417	1039.284	4001.173	5282.274	948.826
CGR1	6	23	5	0	174.2083333	359.98833	87.2375	131.869	4999.973	5131.715	1007.977
444	6	23	5	0	174.2083333	285.77583	92.92306	1039.272	4001.168	5282.186	948.696
CGR1	6	23	5	1	174.2090278	179.98833	272.76889	131.869	4999.973	5131.715	1007.991
444	6	23	5	1	174.2090278	105.77611	267.08333	1039.274	4001.162	5282.193	948.811
CGR1	6	23	5	10	174.2152778	359.98944	87.23833	131.869	4999.976	5131.715	1007.975
444	6	23	5	10	174.2152778	285.77083	92.92556	1039.256	4001.161	5282.094	948.649
CGR1	6	23	5	11	174.2159722	179.98944	272.77167	131.869	4999.976	5131.714	1007.998
444	6	23	5	11	174.2159722	105.77167	267.08333	1039.254	4001.16	5282.113	948.815
CGR1	6	23	5	20	174.2222222	359.98944	87.23833	131.869	4999.976	5131.716	1007.975
444	6	23	5	20	174.2222222	285.76611	92.92444	1039.242	4001.15	5282.009	948.669
CGR1	6	23	5	21	174.2229167	179.98944	272.77028	131.869	4999.976	5131.714	1007.995
444	6	23	5	21	174.2229167	105.7675	267.08417	1039.244	4001.147	5282.035	948.828
CGR1	6	23	5	30	174.2291667	359.98889	87.23806	131.869	4999.974	5131.716	1007.975
444	6	23	5	30	174.2291667	285.76083	92.92361	1039.23	4001.135	5281.911	948.69
CGR1	6	23	5	31	174.2298611	179.98917	272.77083	131.869	4999.975	5131.715	1007.996
444	6	23	5	31	174.2298611	105.7625	267.08389	1039.229	4001.138	5281.943	948.826
CGR1	6	23	5	40	174.2361111	359.98944	87.23806	131.869	4999.976	5131.716	1007.975
444	6	23	5	40	174.2361111	285.75556	92.92472	1039.215	4001.125	5281.818	948.668
CGR1	6	23	5	41	174.2368056	179.98917	272.77028	131.869	4999.975	5131.715	1007.995
444	6	23	5	41	174.2368056	105.75778	267.08389	1039.214	4001.129	5281.858	948.825
CGR1	6	23	5	50	174.2430556	359.98861	87.23833	131.869	4999.974	5131.716	1007.975
444	6	23	5	50	174.2430556	285.75111	92.92444	1039.197	4001.121	5281.736	948.672
CGR1	6	23	5	51	174.24375	179.98778	272.77056	131.869	4999.972	5131.715	1007.995
444	6	23	5	51	174.24375	105.75278	267.08167	1039.196	4001.124	5281.765	948.786
CGR1	6	23	6	0	174.25	359.98833	87.2375	131.869	4999.973	5131.715	1007.976
444	6	23	6	0	174.25	285.74722	92.92667	1039.183	4001.117	5281.664	948.635
CGR1	6	23	6	1	174.2506944	179.98861	272.77139	131.869	4999.974	5131.714	1007.997
444	6	23	6	1	174.2506944	105.74861	267.08083	1039.183	4001.117	5281.69	948.772
CGR1	6	23	6	10	174.2569444	359.98917	87.23806	131.869	4999.975	5131.716	1007.975
444	6	23	6	10	174.2569444	285.74278	92.92611	1039.169	4001.106	5281.58	948.647
CGR1	6	23	6	11	174.2576389	179.99	272.77139	131.869	4999.977	5131.714	1007.997
444	6	23	6	11	174.2576389	105.74361	267.08167	1039.169	4001.105	5281.599	948.789
CGR1	6	23	6	20	174.2638889	359.98861	87.23861	131.869	4999.974	5131.715	1007.974
444	6	23	6	20	174.2638889	285.73833	92.92639	1039.15	4001.103	5281.497	948.641
CGR1	6	23	6	21	174.2645833	179.98861	272.76972	131.869	4999.974	5131.715	1007.993
444	6	23	6	21	174.2645833	105.73944	267.08	1039.154	4001.1	5281.522	948.755
CGR1	6	23	6	30	174.2708333	359.98917	87.2375	131.869	4999.975	5131.716	1007.976
444	6	23	6	30	174.2708333	285.73333	92.9275	1039.138	4001.092	5281.407	948.623
CGR1	6	23	6	31	174.2715278	179.98944	272.77167	131.869	4999.976	5131.714	1007.998
444	6	23	6	31	174.2715278	105.73417	267.08	1039.139	4001.088	5281.423	948.761
CGR1	6	23	6	40	174.2777778	359.98861	87.23722	131.869	4999.974	5131.715	1007.978
444	6	23	6	40	174.2777778	285.7275	92.92917	1039.121	4001.08	5281.299	948.595
CGR1	6	23	6	41	174.2784722	179.98972	272.76972	131.869	4999.977	5131.715	1007.993
444	6	23	6	41	174.2784722	105.73028	267.08	1039.125	4001.082	5281.351	948.757
CGR1	6	23	6	50	174.2847222	359.98694	87.2375	131.869	4999.97	5131.715	1007.977
444	6	23	6	50	174.2847222	285.72222	92.92444	1039.106	4001.065	5281.206	948.681
CGR1	6	23	6	51	174.2854167	179.98917	272.77	131.869	4999.975	5131.715	1007.994
444	6	23	6	51	174.2854167	105.72472	267.07806	1039.107	4001.074	5281.25	948.727
CGR1	6	23	7	0	174.2916667	359.98778	87.23722	131.869	4999.972	5131.715	1007.977
444	6	23	7	0	174.2916667	285.71917	92.92778	1039.09	4001.068	5281.146	948.619
CGR1	6	23	7	1	174.2923611	179.98944	272.76889	131.869	4999.976	5131.715	1007.991
444	6	23	7	1	174.2923611	105.71889	267.08083	1039.091	4001.058	5281.144	948.776
CGR1	6	23	7	10	174.2986111	359.98722	87.23944	131.869	4999.97	5131.716	1007.972
444	6	23	7	10	174.2986111	285.71583	92.92972	1039.073	4001.071	5281.086	948.584
CGR1	6	23	7	11	174.2993056	179.98917	272.76889	131.869	4999.975	5131.715	1007.992
444	6	23	7	11	174.2993056	105.71556	267.08083	1039.074	4001.059	5281.082	948.775
CGR1	6	23	7	20	174.3055556	359.98861	87.23778	131.869	4999.974	5131.716	1007.976
444	6	23	7	20	174.3055556	285.70889	92.92917	1039.059	4001.049	5280.96	948.598
CGR1	6	23	7	21	174.30625	179.98972	272.77056	131.869	4999.976	5131.715	1007.996
444	6	23	7	21	174.30625	105.71	267.07806	1039.06	4001.047	5280.98	948.728
CGR1	6	23	7	30	174.3125	359.9875	87.23972	131.869	4999.971	5131.716	1007.971
444	6	23	7	30	174.3125	285.70417	92.93139	1039.041	4001.045	5280.872	948.557
CGR1	6	23	7	31	174.3131944	179.99028	272.77167	131.869	4999.978	5131.715	1007.998
444	6	23	7	31	174.3131944	105.70722	267.0775	1039.041	4001.053	5280.928	948.721
CGR1	6	23	7	40	174.3194444	359.98889	87.2375	131.869	4999.974	5131.715	1007.977
444	6	23	7	40	174.3194444	285.69861	92.93167	1039.024	4001.035	5280.77	948.555
CGR1	6	23	7	41	174.3201389	179.98917	272.77028	131.869	4999.975	5131.714	1007.995
444	6	23	7	41	174.3201389	105.70139	267.07528	1039.024	4001.042	5280.819	948.681
CGR1	6	23	7	50	174.3263889	359.98861	87.2375	131.869	4999.974	5131.715	1007.977
444	6	23	7	50	174.3263889	285.695	92.93	1039.008	4001.031	5280.703	948.585
CGR1	6	23	7	51	174.3270833	179.99056	272.77056	131.869	4999.978	5131.714	1007.995
444	6	23	7	51	174.3270833	105.69639	267.07611	1039.011	4001.03	5280.731	948.693
CGR1	6	23	8	0	174.3333333	359.98917	87.23722	131.869	4999.975	5131.715	1007.977
444	6	23	8	0	174.3333333	285.68972	92.93139	1038.992	4001.022	5280.607	948.557
CGR1	6	23	8	1	174.3340278	179.99	272.77056	131.869	4999.977	5131.715	1007.995
444	6	23	8	1	174.3340278	105.69139	267.07694	1038.994	4001.021	5280.64	948.713
CGR1	6	23	8	10	174.3402778	359.98889	87.2375	131.869	4999.974	5131.715	1007.977
444	6	23	8	10	174.3402778	285.68444	92.93222	1038.976	4001.012	5280.51	948.547
CGR1	6	23	8	11	174.3409722	179.98778	272.77	131.869	4999.972	5131.715	1007.994
444	6	23	8	11	174.3409722	105.68694	267.0725	1038.975	4001.022	5280.558	948.629
CGR1	6	23	8	20	174.3472222	359.98833	87.23833	131.869	4999.973	5131.716	1007.975
444	6	23	8	20	174.3472222	285.67917	92.93167	1038.958	4001.004	5280.416	948.554
CGR1	6	23	8	21	174.3479167	179.98833	272.77056	131.869	4999.973	5131.715	1007.995
444	6	23	8	21	174.3479167	105.68139	267.07333	1038.96	4001.008	5280.456	948.648
CGR1	6	23	8	30	174.3541667	359.98833	87.2375	131.869	4999.973	5131.716	1007.977
444	6	23	8	30	174.3541667	285.67472	92.93222	1038.941	4000.998	5280.33	948.548
CGR1	6	23	8	31	174.3548611	179.98833	272.76833	131.869	4999.973	5131.715	1007.99
444	6	23	8	31	174.3548611	105.67556	267.07306	1038.941	4000.997	5280.346	948.645
CGR1	6	23	8	40	174.3611111	359.98722	87.24111	131.869	4999.971	5131.716	1007.968
444	6	23	8	40	174.3611111	285.66944	92.93417	1038.924	4000.991	5280.235	948.511
CGR1	6	23	8	41	174.3618056	179.98778	272.76944	131.869	4999.972	5131.715	1007.993
444	6	23	8	41	174.3618056	105.67222	267.07167	1038.925	4000.998	5280.286	948.618
