
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
327-K 20:35:30.00  5/18/2010   503762.468  6784055.959  301.728   0.025   0.038 2
328-K 20:36:00.00  5/18/2010   503762.453  6784055.966  301.706   0.026   0.040 2
329-K 20:36:30.00  5/18/2010   503762.450  6784055.963  301.706   0.026   0.040 2
330-K 20:37:00.00  5/18/2010   503762.449  6784055.963  301.714   0.026   0.040 2
331-K 20:37:30.00  5/18/2010   503762.446  6784055.960  301.710   0.026   0.040 2
332-K 20:38:00.00  5/18/2010   503762.442  6784055.959  301.710   0.026   0.040 2
333-K 20:38:30.00  5/18/2010   503762.437  6784055.953  301.705   0.026   0.040 2
334-K 20:39:00.00  5/18/2010   503762.435  6784055.952  301.708   0.026   0.039 2
335-K 20:39:30.00  5/18/2010   503762.432  6784055.950  301.709   0.025   0.039 2
336-K 20:40:00.00  5/18/2010   503762.430  6784055.948  301.708   0.025   0.039 2
337-K 20:40:30.00  5/18/2010   503762.428  6784055.948  301.709   0.025   0.039 2
338-K 20:41:00.00  5/18/2010   503762.424  6784055.943  301.700   0.025   0.039 2
339-K 20:41:30.00  5/18/2010   503762.421  6784055.942  301.702   0.025   0.039 2
340-K 20:42:00.00  5/18/2010   503762.419  6784055.939  301.703   0.025   0.038 2
341-K 20:42:30.00  5/18/2010   503762.414  6784055.941  301.702   0.025   0.038 2
342-K 20:43:00.00  5/18/2010   503762.411  6784055.936  301.703   0.025   0.038 2
343-K 20:43:30.00  5/18/2010   503762.408  6784055.931  301.695   0.025   0.038 2
344-K 20:44:00.00  5/18/2010   503762.405  6784055.932  301.694   0.025   0.037 2
345-K 20:44:30.00  5/18/2010   503762.403  6784055.932  301.700   0.025   0.037 2
346-K 20:45:00.00  5/18/2010   503762.400  6784055.928  301.701   0.025   0.037 2
347-K 20:45:30.00  5/18/2010   503762.397  6784055.922  301.697   0.025   0.037 2
348-K 20:46:00.00  5/18/2010   503762.396  6784055.920  301.702   0.025   0.037 2
349-K 20:46:30.00  5/18/2010   503762.396  6784055.920  301.706   0.025   0.036 2
350-K 20:47:00.00  5/18/2010   503762.392  6784055.920  301.707   0.025   0.036 2
351-K 20:47:30.00  5/18/2010   503762.392  6784055.915  301.700   0.025   0.036 2
352-K 20:48:00.00  5/18/2010   503762.390  6784055.912  301.702   0.024   0.036 2
353-K 20:48:30.00  5/18/2010   503762.387  6784055.915  301.706   0.024   0.035 2
354-K 20:49:00.00  5/18/2010   503762.384  6784055.907  301.704   0.024   0.035 2
355-K 20:49:30.00  5/18/2010   503762.379  6784055.908  301.696   0.024   0.035 2
356-K 20:50:00.00  5/18/2010   503762.381  6784055.913  301.706   0.024   0.035 2
357-K 20:50:30.00  5/18/2010   503762.375  6784055.907  301.708   0.024   0.035 2
358-K 20:51:00.00  5/18/2010   503762.373  6784055.906  301.704   0.024   0.034 2
359-K 20:51:30.00  5/18/2010   503762.368  6784055.902  301.699   0.024   0.034 2
360-K 20:52:00.00  5/18/2010   503762.370  6784055.896  301.702   0.021   0.029 2
361-K 20:52:30.00  5/18/2010   503762.367  6784055.893  301.699   0.021   0.028 2
362-K 20:53:00.00  5/18/2010   503762.363  6784055.891  301.702   0.020   0.027 2
363-K 20:53:30.00  5/18/2010   503762.361  6784055.886  301.702   0.020   0.027 2
364-K 20:54:00.00  5/18/2010   503762.358  6784055.887  301.705   0.020   0.027 2
365-K 20:54:30.00  5/18/2010   503762.357  6784055.885  301.705   0.020   0.027 2
366-K 20:55:00.00  5/18/2010   503762.349  6784055.883  301.692   0.020   0.026 2
367-K 20:55:30.00  5/18/2010   503762.345  6784055.883  301.696   0.019   0.025 2
368-K 20:56:00.00  5/18/2010   503762.343  6784055.878  301.695   0.019   0.025 2
369-K 20:56:30.00  5/18/2010   503762.341  6784055.875  301.694   0.019   0.025 2
370-K 20:57:00.00  5/18/2010   503762.337  6784055.872  301.698   0.019   0.025 2
371-K 20:57:30.00  5/18/2010   503762.334  6784055.868  301.699   0.019   0.025 2
372-K 20:58:00.00  5/18/2010   503762.333  6784055.868  301.694   0.019   0.024 2
373-K 20:58:30.00  5/18/2010   503762.328  6784055.866  301.699   0.019   0.024 2
374-K 20:59:00.00  5/18/2010   503762.328  6784055.861  301.700   0.019   0.024 2
375-K 20:59:30.00  5/18/2010   503762.324  6784055.868  301.704   0.019   0.024 2
376-K 21:00:00.00  5/18/2010   503762.323  6784055.862  301.701   0.019   0.024 2
377-K 21:00:30.00  5/18/2010   503762.322  6784055.863  301.703   0.019   0.024 2
378-K 21:01:00.00  5/18/2010   503762.317  6784055.857  301.699   0.019   0.024 2
379-K 21:01:30.00  5/18/2010   503762.315  6784055.855  301.697   0.019   0.024 2
380-K 21:02:00.00  5/18/2010   503762.312  6784055.853  301.698   0.019   0.024 2
381-K 21:02:30.00  5/18/2010   503762.310  6784055.850  301.703   0.019   0.024 2
382-K 21:03:00.00  5/18/2010   503762.307  6784055.845  301.704   0.019   0.024 2
383-K 21:03:30.00  5/18/2010   503762.304  6784055.843  301.699   0.019   0.024 2
384-K 21:04:00.00  5/18/2010   503762.302  6784055.839  301.696   0.019   0.024 2
385-K 21:04:30.00  5/18/2010   503762.299  6784055.842  301.699   0.019   0.024 2
386-K 21:05:00.00  5/18/2010   503762.297  6784055.838  301.698   0.019   0.024 2
387-K 21:05:30.00  5/18/2010   503762.294  6784055.835  301.692   0.019   0.024 2
388-K 21:06:00.00  5/18/2010   503762.290  6784055.830  301.695   0.019   0.024 2
389-K 21:06:30.00  5/18/2010   503762.288  6784055.828  301.694   0.019   0.024 2
390-K 21:07:00.00  5/18/2010   503762.284  6784055.830  301.697   0.019   0.024 2
391-K 21:07:30.00  5/18/2010   503762.282  6784055.829  301.695   0.019   0.024 2
392-K 21:08:00.00  5/18/2010   503762.279  6784055.822  301.702   0.020   0.025 2
393-K 21:08:30.00  5/18/2010   503762.275  6784055.822  301.704   0.020   0.025 2
394-K 21:09:00.00  5/18/2010   503762.277  6784055.823  301.704   0.019   0.024 2
395-K 21:09:30.00  5/18/2010   503762.276  6784055.817  301.698   0.019   0.024 2
396-K 21:10:00.00  5/18/2010   503762.268  6784055.811  301.699   0.019   0.024 2
397-K 21:10:30.00  5/18/2010   503762.264  6784055.810  301.698   0.019   0.024 2
398-K 21:11:00.00  5/18/2010   503762.262  6784055.810  301.697   0.019   0.024 2
399-K 21:11:30.00  5/18/2010   503762.259  6784055.805  301.695   0.019   0.024 2
400-K 21:12:00.00  5/18/2010   503762.256  6784055.802  301.699   0.019   0.024 2
401-K 21:12:30.00  5/18/2010   503762.256  6784055.802  301.695   0.019   0.024 2
402-K 21:13:00.00  5/18/2010   503762.250  6784055.801  301.700   0.019   0.024 2
403-K 21:13:30.00  5/18/2010   503762.247  6784055.793  301.695   0.019   0.024 2
404-K 21:14:00.00  5/18/2010   503762.244  6784055.792  301.696   0.020   0.025 2
405-K 21:14:30.00  5/18/2010   503762.243  6784055.784  301.687   0.018   0.023 2
406-K 21:15:00.00  5/18/2010   503762.238  6784055.785  301.688   0.018   0.023 2
407-K 21:15:30.00  5/18/2010   503762.235  6784055.785  301.687   0.018   0.023 2
408-K 21:16:00.00  5/18/2010   503762.233  6784055.779  301.686   0.018   0.023 2
409-K 21:16:30.00  5/18/2010   503762.232  6784055.777  301.688   0.018   0.023 2
410-K 21:17:00.00  5/18/2010   503762.229  6784055.777  301.687   0.018   0.023 2
411-K 21:17:30.00  5/18/2010   503762.227  6784055.778  301.690   0.018   0.024 2
412-K 21:18:00.00  5/18/2010   503762.224  6784055.776  301.694   0.018   0.024 2
413-K 21:18:30.00  5/18/2010   503762.221  6784055.774  301.696   0.018   0.024 2
414-K 21:19:00.00  5/18/2010   503762.217  6784055.768  301.697   0.018   0.024 2
415-K 21:19:30.00  5/18/2010   503762.216  6784055.768  301.703   0.018   0.024 2
416-K 21:20:00.00  5/18/2010   503762.214  6784055.766  301.696   0.018   0.024 2
417-K 21:20:30.00  5/18/2010   503762.212  6784055.764  301.693   0.018   0.024 2
418-K 21:21:00.00  5/18/2010   503762.208  6784055.758  301.694   0.018   0.024 2
419-K 21:21:30.00  5/18/2010   503762.206  6784055.761  301.694   0.018   0.024 2
420-K 21:22:00.00  5/18/2010   503762.203  6784055.753  301.690   0.018   0.024 2
421-K 21:22:30.00  5/18/2010   503762.199  6784055.754  301.691   0.018   0.024 2
422-K 21:23:00.00  5/18/2010   503762.199  6784055.750  301.682   0.018   0.024 2
423-K 21:23:30.00  5/18/2010   503762.194  6784055.749  301.684   0.018   0.024 2
424-K 21:24:00.00  5/18/2010   503762.194  6784055.746  301.686   0.017   0.024 2
425-K 21:24:30.00  5/18/2010   503762.189  6784055.745  301.686   0.017   0.024 2
426-K 21:25:00.00  5/18/2010   503762.188  6784055.744  301.685   0.017   0.024 2
427-K 21:25:30.00  5/18/2010   503762.185  6784055.743  301.688   0.017   0.024 2
428-K 21:26:00.00  5/18/2010   503762.180  6784055.739  301.686   0.017   0.024 2
429-K 21:26:30.00  5/18/2010   503762.179  6784055.744  301.689   0.017   0.024 2
430-K 21:27:00.00  5/18/2010   503762.174  6784055.741  301.684   0.017   0.024 2
431-K 21:27:30.00  5/18/2010   503762.170  6784055.739  301.682   0.017   0.024 2
432-K 21:28:00.00  5/18/2010   503762.169  6784055.732  301.676   0.017   0.024 2
433-K 21:28:30.00  5/18/2010   503762.167  6784055.731  301.682   0.017   0.024 2
434-K 21:29:00.00  5/18/2010   503762.165  6784055.733  301.685   0.017   0.024 2
435-K 21:29:30.00  5/18/2010   503762.162  6784055.727  301.685   0.017   0.024 2
436-K 21:30:00.00  5/18/2010   503762.161  6784055.727  301.687   0.017   0.024 2
437-K 21:30:30.00  5/18/2010   503762.160  6784055.725  301.684   0.017   0.024 2
438-K 21:31:00.00  5/18/2010   503762.156  6784055.722  301.691   0.017   0.024 2
439-K 21:31:30.00  5/18/2010   503762.153  6784055.720  301.686   0.017   0.024 2
440-K 21:32:00.00  5/18/2010   503762.152  6784055.719  301.683   0.017   0.024 2
441-K 21:32:30.00  5/18/2010   503762.146  6784055.718  301.683   0.017   0.024 2
442-K 21:33:00.00  5/18/2010   503762.143  6784055.717  301.686   0.017   0.025 2
443-K 21:33:30.00  5/18/2010   503762.140  6784055.712  301.686   0.017   0.025 2
444-K 21:34:00.00  5/18/2010   503762.137  6784055.711  301.686   0.017   0.025 2
445-K 21:34:30.00  5/18/2010   503762.133  6784055.710  301.688   0.017   0.025 2
446-K 21:35:00.00  5/18/2010   503762.130  6784055.708  301.685   0.017   0.025 2
447-K 21:35:30.00  5/18/2010   503762.128  6784055.704  301.678   0.017   0.025 2
448-K 21:36:00.00  5/18/2010   503762.125  6784055.705  301.683   0.017   0.025 2
449-K 21:36:30.00  5/18/2010   503762.119  6784055.706  301.688   0.017   0.025 2
450-K 21:37:00.00  5/18/2010   503762.116  6784055.703  301.690   0.018   0.025 2
451-K 21:37:30.00  5/18/2010   503762.114  6784055.703  301.689   0.018   0.025 2
452-K 21:38:00.00  5/18/2010   503762.113  6784055.699  301.679   0.018   0.026 2
453-K 21:38:30.00  5/18/2010   503762.114  6784055.694  301.670   0.018   0.026 2
454-K 21:39:00.00  5/18/2010   503762.112  6784055.685  301.659   0.018   0.027 2
455-K 21:39:30.00  5/18/2010   503762.105  6784055.693  301.684   0.020   0.030 2
456-K 21:40:00.00  5/18/2010   503762.103  6784055.689  301.683   0.020   0.030 2
457-K 21:40:30.00  5/18/2010   503762.100  6784055.689  301.681   0.020   0.030 2
458-K 21:41:00.00  5/18/2010   503762.098  6784055.688  301.681   0.020   0.030 2
459-K 21:41:30.00  5/18/2010   503762.095  6784055.686  301.681   0.020   0.030 2
460-K 21:42:00.00  5/18/2010   503762.093  6784055.685  301.682   0.020   0.030 2
461-K 21:42:30.00  5/18/2010   503762.090  6784055.683  301.680   0.020   0.030 2
462-K 21:43:00.00  5/18/2010   503762.087  6784055.680  301.681   0.020   0.030 2
463-K 21:43:30.00  5/18/2010   503762.084  6784055.677  301.681   0.020   0.030 2
464-K 21:44:00.00  5/18/2010   503762.083  6784055.674  301.676   0.020   0.031 2
465-K 21:44:30.00  5/18/2010   503762.079  6784055.673  301.684   0.020   0.031 2
466-K 21:45:00.00  5/18/2010   503762.076  6784055.671  301.680   0.020   0.031 2
467-K 21:45:30.00  5/18/2010   503762.074  6784055.667  301.676   0.020   0.031 2
468-K 21:46:00.00  5/18/2010   503762.072  6784055.668  301.678   0.020   0.031 2
469-K 21:46:30.00  5/18/2010   503762.068  6784055.664  301.677   0.020   0.031 2
470-K 21:47:00.00  5/18/2010   503762.065  6784055.663  301.678   0.020   0.031 2
471-K 21:47:30.00  5/18/2010   503762.063  6784055.662  301.682   0.020   0.031 2
472-K 21:48:00.00  5/18/2010   503762.061  6784055.658  301.682   0.020   0.031 2
473-K 21:48:30.00  5/18/2010   503762.057  6784055.655  301.686   0.020   0.031 2
474-K 21:49:00.00  5/18/2010   503762.053  6784055.656  301.683   0.020   0.032 2
475-K 21:49:30.00  5/18/2010   503762.050  6784055.652  301.686   0.020   0.032 2
476-K 21:50:00.00  5/18/2010   503762.048  6784055.652  301.684   0.020   0.032 2
477-K 21:50:30.00  5/18/2010   503762.046  6784055.647  301.680   0.020   0.032 2
478-K 21:51:00.00  5/18/2010   503762.043  6784055.643  301.677   0.020   0.032 2
479-K 21:51:30.00  5/18/2010   503762.041  6784055.643  301.683   0.020   0.032 2
480-K 21:52:00.00  5/18/2010   503762.038  6784055.639  301.679   0.020   0.032 2
481-K 21:52:30.00  5/18/2010   503762.034  6784055.636  301.682   0.020   0.032 2
482-K 21:53:00.00  5/18/2010   503762.031  6784055.635  301.678   0.020   0.032 2
483-K 21:53:30.00  5/18/2010   503762.029  6784055.629  301.675   0.020   0.032 2
484-K 21:54:00.00  5/18/2010   503762.028  6784055.625  301.675   0.020   0.032 2
485-K 21:54:30.00  5/18/2010   503762.026  6784055.625  301.673   0.020   0.032 2
486-K 21:55:00.00  5/18/2010   503762.024  6784055.625  301.674   0.020   0.033 2
487-K 21:55:30.00  5/18/2010   503762.020  6784055.621  301.674   0.020   0.033 2
488-K 21:56:00.00  5/18/2010   503762.018  6784055.621  301.676   0.020   0.033 2
489-K 21:56:30.00  5/18/2010   503762.013  6784055.616  301.670   0.020   0.033 2
490-K 21:57:00.00  5/18/2010   503762.012  6784055.614  301.670   0.020   0.033 2
491-K 21:57:30.00  5/18/2010   503762.007  6784055.612  301.672   0.020   0.033 2
492-K 21:58:00.00  5/18/2010   503762.005  6784055.610  301.671   0.020   0.033 2
493-K 21:58:30.00  5/18/2010   503762.003  6784055.610  301.671   0.020   0.033 2
494-K 21:59:00.00  5/18/2010   503761.998  6784055.608  301.666   0.020   0.033 2
495-K 21:59:30.00  5/18/2010   503761.997  6784055.605  301.666   0.020   0.033 2
496-K 22:00:00.00  5/18/2010   503761.994  6784055.603  301.669   0.020   0.033 2
497-K 22:00:30.00  5/18/2010   503761.990  6784055.601  301.670   0.020   0.033 2
498-K 22:01:00.00  5/18/2010   503761.988  6784055.599  301.662   0.020   0.033 2
499-K 22:01:30.00  5/18/2010   503761.987  6784055.598  301.661   0.020   0.033 2
500-K 22:02:00.00  5/18/2010   503761.982  6784055.598  301.671   0.020   0.033 2
501-K 22:02:30.00  5/18/2010   503761.980  6784055.592  301.661   0.020   0.033 2
502-K 22:03:00.00  5/18/2010   503761.976  6784055.589  301.663   0.020   0.033 2
503-K 22:03:30.00  5/18/2010   503761.974  6784055.587  301.665   0.020   0.033 2
504-K 22:04:00.00  5/18/2010   503761.972  6784055.588  301.675   0.020   0.033 2
505-K 22:04:30.00  5/18/2010   503761.968  6784055.583  301.668   0.020   0.033 2
506-K 22:05:00.00  5/18/2010   503761.966  6784055.581  301.669   0.020   0.033 2
507-K 22:05:30.00  5/18/2010   503761.962  6784055.581  301.674   0.020   0.033 2
508-K 22:06:00.00  5/18/2010   503761.961  6784055.574  301.665   0.020   0.033 2
509-K 22:06:30.00  5/18/2010   503761.966  6784055.546  301.618   0.019   0.030 2
510-K 22:07:00.00  5/18/2010   503761.955  6784055.576  301.688   0.018   0.029 2
511-K 22:07:30.00  5/18/2010   503761.951  6784055.575  301.686   0.018   0.029 2
512-K 22:08:00.00  5/18/2010   503761.948  6784055.573  301.680   0.018   0.029 2
513-K 22:08:30.00  5/18/2010   503761.948  6784055.570  301.681   0.018   0.029 2
514-K 22:09:00.00  5/18/2010   503761.944  6784055.568  301.677   0.018   0.029 2
515-K 22:09:30.00  5/18/2010   503761.941  6784055.566  301.684   0.018   0.029 2
516-K 22:10:00.00  5/18/2010   503761.940  6784055.561  301.673   0.018   0.029 2
517-K 22:10:30.00  5/18/2010   503761.937  6784055.559  301.672   0.018   0.029 2
518-K 22:11:00.00  5/18/2010   503761.933  6784055.556  301.668   0.018   0.029 2
519-K 22:11:30.00  5/18/2010   503761.931  6784055.554  301.663   0.018   0.029 2
520-K 22:12:00.00  5/18/2010   503761.928  6784055.552  301.670   0.018   0.029 2
521-K 22:12:30.00  5/18/2010   503761.925  6784055.549  301.669   0.018   0.029 2
522-K 22:13:00.00  5/18/2010   503761.923  6784055.549  301.671   0.018   0.029 2
523-K 22:13:30.00  5/18/2010   503761.919  6784055.545  301.670   0.018   0.029 2
524-K 22:14:00.00  5/18/2010   503761.917  6784055.543  301.667   0.018   0.029 2
525-K 22:14:30.00  5/18/2010   503761.917  6784055.543  301.662   0.018   0.029 2
526-K 22:15:00.00  5/18/2010   503761.912  6784055.541  301.660   0.018   0.029 2
527-K 22:15:30.00  5/18/2010   503761.911  6784055.541  301.660   0.019   0.030 2
528-K 22:16:00.00  5/18/2010   503761.909  6784055.538  301.657   0.019   0.030 2
529-K 22:16:30.00  5/18/2010   503761.905  6784055.535  301.659   0.019   0.030 2
530-K 22:17:00.00  5/18/2010   503761.901  6784055.534  301.659   0.019   0.030 2
531-K 22:17:30.00  5/18/2010   503761.900  6784055.533  301.654   0.019   0.030 2
532-K 22:18:00.00  5/18/2010   503761.895  6784055.531  301.656   0.019   0.030 2
533-K 22:18:30.00  5/18/2010   503761.893  6784055.528  301.657   0.019   0.030 2
534-K 22:19:00.00  5/18/2010   503761.890  6784055.530  301.662   0.019   0.030 2
535-K 22:19:30.00  5/18/2010   503761.886  6784055.527  301.665   0.019   0.030 2
536-K 22:20:00.00  5/18/2010   503761.885  6784055.523  301.662   0.019   0.030 2
537-K 22:20:30.00  5/18/2010   503761.881  6784055.526  301.669   0.018   0.030 2
538-K 22:21:00.00  5/18/2010   503761.879  6784055.521  301.672   0.018   0.030 2
539-K 22:21:30.00  5/18/2010   503761.877  6784055.517  301.674   0.018   0.030 2
540-K 22:22:00.00  5/18/2010   503761.875  6784055.515  301.670   0.018   0.030 2
541-K 22:22:30.00  5/18/2010   503761.872  6784055.511  301.673   0.018   0.030 2
542-K 22:23:00.00  5/18/2010   503761.868  6784055.505  301.671   0.018   0.030 2
543-K 22:23:30.00  5/18/2010   503761.868  6784055.499  301.665   0.018   0.030 2
544-K 22:24:00.00  5/18/2010   503761.864  6784055.498  301.667   0.018   0.030 2
545-K 22:24:30.00  5/18/2010   503761.862  6784055.496  301.664   0.018   0.030 2
546-K 22:25:00.00  5/18/2010   503761.859  6784055.491  301.661   0.018   0.030 2
547-K 22:25:30.00  5/18/2010   503761.856  6784055.491  301.662   0.018   0.030 2
548-K 22:26:00.00  5/18/2010   503761.852  6784055.490  301.668   0.018   0.030 2
549-K 22:26:30.00  5/18/2010   503761.850  6784055.485  301.666   0.018   0.030 2
550-K 22:27:00.00  5/18/2010   503761.847  6784055.484  301.667   0.018   0.030 2
551-K 22:27:30.00  5/18/2010   503761.845  6784055.480  301.657   0.018   0.030 2
552-K 22:28:00.00  5/18/2010   503761.841  6784055.478  301.655   0.018   0.030 2
553-K 22:28:30.00  5/18/2010   503761.840  6784055.474  301.654   0.018   0.030 2
