
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
2222- 12:08:30.00  5/19/2010   507485.054  6786620.235  422.572   0.020   0.027 2
2223- 12:09:00.00  5/19/2010   507485.055  6786620.254  422.562   0.020   0.027 2
2224- 12:09:30.00  5/19/2010   507485.052  6786620.249  422.570   0.020   0.028 2
2225- 12:10:00.00  5/19/2010   507485.046  6786620.235  422.577   0.020   0.028 2
2226- 12:10:30.00  5/19/2010   507485.044  6786620.241  422.578   0.020   0.028 2
2227- 12:11:00.00  5/19/2010   507485.044  6786620.240  422.575   0.020   0.028 2
2228- 12:11:30.00  5/19/2010   507485.045  6786620.246  422.579   0.020   0.028 2
2229- 12:12:00.00  5/19/2010   507485.046  6786620.255  422.556   0.020   0.028 2
2230- 12:12:30.00  5/19/2010   507485.045  6786620.260  422.561   0.020   0.028 2
2231- 12:13:00.00  5/19/2010   507485.043  6786620.247  422.577   0.020   0.028 2
2232- 12:13:30.00  5/19/2010   507485.037  6786620.245  422.586   0.020   0.028 2
2233- 12:14:00.00  5/19/2010   507485.042  6786620.255  422.567   0.020   0.028 2
2234- 12:14:30.00  5/19/2010   507485.040  6786620.257  422.566   0.020   0.028 2
2235- 12:15:00.00  5/19/2010   507485.038  6786620.264  422.547   0.020   0.028 2
2236- 12:15:30.00  5/19/2010   507485.035  6786620.259  422.554   0.020   0.028 2
2237- 12:16:00.00  5/19/2010   507485.037  6786620.235  422.587   0.020   0.028 2
2238- 12:16:30.00  5/19/2010   507485.050  6786620.257  422.556   0.020   0.028 2
2239- 12:17:00.00  5/19/2010   507485.052  6786620.250  422.554   0.020   0.027 2
2240- 12:17:30.00  5/19/2010   507485.048  6786620.260  422.538   0.020   0.027 2
2241- 12:18:00.00  5/19/2010   507485.043  6786620.252  422.548   0.020   0.027 2
2242- 12:18:30.00  5/19/2010   507485.035  6786620.244  422.553   0.020   0.028 2
2243- 12:19:00.00  5/19/2010   507485.025  6786620.239  422.553   0.021   0.029 2
2244- 12:19:30.00  5/19/2010   507485.016  6786620.240  422.569   0.019   0.026 2
2245- 12:20:00.00  5/19/2010   507485.024  6786620.255  422.549   0.019   0.026 2
2246- 12:20:30.00  5/19/2010   507485.019  6786620.248  422.551   0.019   0.025 2
2247- 12:21:00.00  5/19/2010   507485.023  6786620.252  422.545   0.019   0.025 2
2248- 12:21:30.00  5/19/2010   507485.022  6786620.246  422.542   0.019   0.025 2
2249- 12:22:00.00  5/19/2010   507485.015  6786620.241  422.544   0.019   0.025 2
2250- 12:22:30.00  5/19/2010   507485.016  6786620.236  422.547   0.019   0.025 2
2251- 12:23:00.00  5/19/2010   507485.017  6786620.240  422.538   0.019   0.024 2
2252- 12:23:30.00  5/19/2010   507485.013  6786620.237  422.543   0.019   0.024 2
2253- 12:24:00.00  5/19/2010   507485.010  6786620.238  422.540   0.019   0.024 2
2254- 12:24:30.00  5/19/2010   507485.005  6786620.232  422.544   0.019   0.024 2
2255- 12:25:00.00  5/19/2010   507485.011  6786620.235  422.542   0.019   0.024 2
2256- 12:25:30.00  5/19/2010   507485.004  6786620.236  422.537   0.019   0.024 2
2257- 12:26:00.00  5/19/2010   507485.008  6786620.238  422.529   0.019   0.024 2
2258- 12:26:30.00  5/19/2010   507485.002  6786620.230  422.539   0.019   0.024 2
2259- 12:27:00.00  5/19/2010   507485.004  6786620.232  422.538   0.019   0.024 2
2260- 12:27:30.00  5/19/2010   507485.006  6786620.230  422.538   0.019   0.024 2
2261- 12:28:00.00  5/19/2010   507485.005  6786620.228  422.539   0.019   0.024 2
2262- 12:28:30.00  5/19/2010   507485.003  6786620.228  422.541   0.019   0.024 2
2263- 12:29:00.00  5/19/2010   507485.000  6786620.227  422.537   0.019   0.024 2
2264- 12:29:30.00  5/19/2010   507485.000  6786620.229  422.535   0.019   0.024 2
2265- 12:30:00.00  5/19/2010   507484.997  6786620.229  422.537   0.019   0.024 2
2266- 12:30:30.00  5/19/2010   507485.000  6786620.235  422.526   0.019   0.024 2
2267- 12:31:00.00  5/19/2010   507484.997  6786620.248  422.513   0.019   0.024 2
2268- 12:31:30.00  5/19/2010   507484.997  6786620.232  422.529   0.019   0.024 2
2269- 12:32:00.00  5/19/2010   507484.996  6786620.233  422.520   0.019   0.024 2
2270- 12:32:30.00  5/19/2010   507485.000  6786620.234  422.512   0.019   0.024 2
2271- 12:33:00.00  5/19/2010   507484.995  6786620.230  422.521   0.018   0.024 2
2272- 12:33:30.00  5/19/2010   507484.990  6786620.234  422.510   0.018   0.024 2
2273- 12:34:00.00  5/19/2010   507484.991  6786620.228  422.517   0.018   0.024 2
2274- 12:34:30.00  5/19/2010   507484.991  6786620.220  422.531   0.018   0.024 2
2275- 12:35:00.00  5/19/2010   507484.990  6786620.221  422.534   0.018   0.024 2
2276- 12:35:30.00  5/19/2010   507484.988  6786620.229  422.521   0.018   0.024 2
2277- 12:36:00.00  5/19/2010   507484.985  6786620.224  422.523   0.018   0.024 2
2278- 12:36:30.00  5/19/2010   507484.985  6786620.222  422.530   0.018   0.024 2
2279- 12:37:00.00  5/19/2010   507484.987  6786620.222  422.531   0.018   0.024 2
2280- 12:37:30.00  5/19/2010   507484.986  6786620.227  422.526   0.018   0.024 2
2281- 12:38:00.00  5/19/2010   507484.985  6786620.232  422.525   0.018   0.024 2
2282- 12:38:30.00  5/19/2010   507484.982  6786620.229  422.523   0.018   0.024 2
2283- 12:39:00.00  5/19/2010   507484.981  6786620.225  422.526   0.018   0.024 2
2284- 12:39:30.00  5/19/2010   507484.978  6786620.219  422.531   0.018   0.024 2
2285- 12:40:00.00  5/19/2010   507484.981  6786620.215  422.538   0.018   0.024 2
2286- 12:40:30.00  5/19/2010   507484.979  6786620.213  422.535   0.018   0.024 2
2287- 12:41:00.00  5/19/2010   507484.976  6786620.209  422.541   0.018   0.024 2
2288- 12:41:30.00  5/19/2010   507484.976  6786620.214  422.537   0.018   0.024 2
2289- 12:42:00.00  5/19/2010   507484.974  6786620.217  422.529   0.018   0.024 2
2290- 12:42:30.00  5/19/2010   507484.973  6786620.210  422.530   0.018   0.024 2
2291- 12:43:00.00  5/19/2010   507484.975  6786620.207  422.534   0.018   0.024 2
2292- 12:43:30.00  5/19/2010   507484.974  6786620.210  422.532   0.018   0.024 2
2293- 12:44:00.00  5/19/2010   507484.974  6786620.211  422.530   0.018   0.024 2
2294- 12:44:30.00  5/19/2010   507484.970  6786620.208  422.528   0.018   0.024 2
2295- 12:45:00.00  5/19/2010   507484.971  6786620.215  422.521   0.018   0.024 2
2296- 12:45:30.00  5/19/2010   507484.964  6786620.208  422.522   0.018   0.024 2
2297- 12:46:00.00  5/19/2010   507484.961  6786620.206  422.519   0.018   0.024 2
2298- 12:46:30.00  5/19/2010   507484.961  6786620.208  422.519   0.018   0.024 2
2299- 12:47:00.00  5/19/2010   507484.960  6786620.202  422.521   0.018   0.024 2
2300- 12:47:30.00  5/19/2010   507484.959  6786620.202  422.516   0.018   0.024 2
2301- 12:48:00.00  5/19/2010   507484.961  6786620.205  422.518   0.018   0.024 2
2302- 12:48:30.00  5/19/2010   507484.960  6786620.202  422.516   0.018   0.024 2
2303- 12:49:00.00  5/19/2010   507484.957  6786620.205  422.518   0.018   0.024 2
2304- 12:49:30.00  5/19/2010   507484.954  6786620.198  422.533   0.018   0.024 2
2305- 12:50:00.00  5/19/2010   507484.954  6786620.191  422.528   0.018   0.024 2
2306- 12:50:30.00  5/19/2010   507484.952  6786620.194  422.523   0.018   0.024 2
2307- 12:51:00.00  5/19/2010   507484.947  6786620.189  422.527   0.018   0.024 2
2308- 12:51:30.00  5/19/2010   507484.949  6786620.190  422.519   0.019   0.024 2
2309- 12:52:00.00  5/19/2010   507484.945  6786620.187  422.528   0.019   0.024 2
2310- 12:52:30.00  5/19/2010   507484.947  6786620.192  422.515   0.019   0.024 2
2311- 12:53:00.00  5/19/2010   507484.942  6786620.184  422.525   0.019   0.024 2
2312- 12:53:30.00  5/19/2010   507484.941  6786620.188  422.522   0.019   0.024 2
2313- 12:54:00.00  5/19/2010   507484.940  6786620.191  422.518   0.019   0.024 2
2314- 12:54:30.00  5/19/2010   507484.935  6786620.187  422.517   0.019   0.024 2
2315- 12:55:00.00  5/19/2010   507484.936  6786620.188  422.517   0.019   0.024 2
2316- 12:55:30.00  5/19/2010   507484.936  6786620.187  422.527   0.019   0.024 2
2317- 12:56:00.00  5/19/2010   507484.937  6786620.183  422.534   0.019   0.024 2
2318- 12:56:30.00  5/19/2010   507484.936  6786620.181  422.536   0.019   0.024 2
2319- 12:57:00.00  5/19/2010   507484.932  6786620.183  422.527   0.019   0.024 2
2320- 12:57:30.00  5/19/2010   507484.929  6786620.185  422.521   0.019   0.024 2
2321- 12:58:00.00  5/19/2010   507484.924  6786620.186  422.519   0.019   0.024 2
2322- 12:58:30.00  5/19/2010   507484.925  6786620.199  422.510   0.019   0.024 2
2323- 12:59:00.00  5/19/2010   507484.923  6786620.177  422.535   0.019   0.025 2
2324- 12:59:30.00  5/19/2010   507484.926  6786620.170  422.540   0.019   0.025 2
2325- 13:00:00.00  5/19/2010   507484.923  6786620.173  422.538   0.019   0.025 2
2326- 13:00:30.00  5/19/2010   507484.923  6786620.181  422.528   0.019   0.025 2
2327- 13:01:00.00  5/19/2010   507484.917  6786620.190  422.506   0.019   0.025 2
2328- 13:01:30.00  5/19/2010   507484.917  6786620.179  422.522   0.019   0.025 2
2329- 13:02:00.00  5/19/2010   507484.916  6786620.194  422.507   0.020   0.025 2
2330- 13:02:30.00  5/19/2010   507484.916  6786620.186  422.512   0.020   0.025 2
2331- 13:03:00.00  5/19/2010   507484.914  6786620.179  422.531   0.020   0.025 2
2332- 13:03:30.00  5/19/2010   507484.916  6786620.172  422.536   0.020   0.025 2
2333- 13:04:00.00  5/19/2010   507484.909  6786620.172  422.534   0.020   0.025 2
2334- 13:04:30.00  5/19/2010   507484.908  6786620.177  422.529   0.020   0.025 2
2335- 13:05:00.00  5/19/2010   507484.906  6786620.179  422.530   0.020   0.025 2
2336- 13:05:30.00  5/19/2010   507484.904  6786620.176  422.533   0.020   0.025 2
2337- 13:06:00.00  5/19/2010   507484.899  6786620.169  422.537   0.020   0.025 2
2338- 13:06:30.00  5/19/2010   507484.897  6786620.163  422.539   0.020   0.025 2
2339- 13:07:00.00  5/19/2010   507484.899  6786620.162  422.531   0.020   0.025 2
2340- 13:07:30.00  5/19/2010   507484.897  6786620.151  422.535   0.020   0.025 2
2341- 13:08:00.00  5/19/2010   507484.894  6786620.164  422.526   0.020   0.025 2
2342- 13:08:30.00  5/19/2010   507484.894  6786620.158  422.537   0.020   0.026 2
2343- 13:09:00.00  5/19/2010   507484.889  6786620.157  422.530   0.021   0.026 2
2344- 13:09:30.00  5/19/2010   507484.887  6786620.163  422.522   0.021   0.026 2
2345- 13:10:00.00  5/19/2010   507484.883  6786620.155  422.524   0.021   0.027 2
2346- 13:10:30.00  5/19/2010   507484.881  6786620.149  422.528   0.021   0.027 2
2347- 13:11:00.00  5/19/2010   507484.879  6786620.151  422.523   0.021   0.027 2
2348- 13:11:30.00  5/19/2010   507484.880  6786620.147  422.527   0.021   0.027 2
2349- 13:12:00.00  5/19/2010   507484.881  6786620.142  422.538   0.021   0.027 2
2350- 13:12:30.00  5/19/2010   507484.879  6786620.149  422.524   0.021   0.027 2
2351- 13:13:00.00  5/19/2010   507484.875  6786620.145  422.524   0.022   0.027 2
2352- 13:13:30.00  5/19/2010   507484.872  6786620.147  422.520   0.022   0.027 2
2353- 13:14:00.00  5/19/2010   507484.872  6786620.145  422.519   0.022   0.027 2
2354- 13:14:30.00  5/19/2010   507484.870  6786620.134  422.526   0.022   0.027 2
2355- 13:15:00.00  5/19/2010   507484.865  6786620.133  422.531   0.022   0.027 2
2356- 13:15:30.00  5/19/2010   507484.868  6786620.131  422.531   0.022   0.027 2
2357- 13:16:00.00  5/19/2010   507484.864  6786620.129  422.528   0.022   0.028 2
2358- 13:16:30.00  5/19/2010   507484.863  6786620.135  422.518   0.022   0.028 2
2359- 13:17:00.00  5/19/2010   507484.860  6786620.135  422.520   0.022   0.028 2
2360- 13:17:30.00  5/19/2010   507484.861  6786620.122  422.527   0.023   0.028 2
2361- 13:18:00.00  5/19/2010   507484.863  6786620.130  422.521   0.023   0.028 2
2362- 13:18:30.00  5/19/2010   507484.858  6786620.131  422.520   0.023   0.028 2
2363- 13:19:00.00  5/19/2010   507484.855  6786620.126  422.532   0.023   0.028 2
2364- 13:19:30.00  5/19/2010   507484.850  6786620.127  422.527   0.023   0.028 2
2365- 13:20:00.00  5/19/2010   507484.846  6786620.128  422.534   0.023   0.028 2
2366- 13:20:30.00  5/19/2010   507484.847  6786620.124  422.533   0.023   0.028 2
2367- 13:21:00.00  5/19/2010   507484.844  6786620.124  422.528   0.023   0.028 2
2368- 13:21:30.00  5/19/2010   507484.840  6786620.127  422.529   0.023   0.029 2
2369- 13:22:00.00  5/19/2010   507484.837  6786620.129  422.521   0.024   0.029 2
2370- 13:22:30.00  5/19/2010   507484.836  6786620.124  422.531   0.024   0.029 2
2371- 13:23:00.00  5/19/2010   507484.832  6786620.128  422.528   0.024   0.029 2
2372- 13:23:30.00  5/19/2010   507484.830  6786620.130  422.522   0.024   0.029 2
2373- 13:24:00.00  5/19/2010   507484.832  6786620.124  422.522   0.024   0.029 2
2374- 13:24:30.00  5/19/2010   507484.831  6786620.113  422.538   0.024   0.030 2
2375- 13:25:00.00  5/19/2010   507484.829  6786620.112  422.529   0.024   0.030 2
2376- 13:25:30.00  5/19/2010   507484.830  6786620.120  422.527   0.024   0.030 2
2377- 13:26:00.00  5/19/2010   507484.832  6786620.118  422.523   0.024   0.032 2
2378- 13:26:30.00  5/19/2010   507484.832  6786620.111  422.521   0.024   0.032 2
2379- 13:27:00.00  5/19/2010   507484.823  6786620.113  422.540   0.031   0.044 2
2380- 13:27:30.00  5/19/2010   507484.825  6786620.112  422.542   0.032   0.045 2
2381- 13:28:00.00  5/19/2010   507484.826  6786620.110  422.550   0.032   0.045 2
2382- 13:28:30.00  5/19/2010   507484.823  6786620.113  422.537   0.032   0.045 2
2383- 13:29:00.00  5/19/2010   507484.821  6786620.111  422.517   0.033   0.046 2
2384- 13:29:30.00  5/19/2010   507484.826  6786620.106  422.518   0.033   0.046 2
2385- 13:30:00.00  5/19/2010   507484.823  6786620.107  422.525   0.033   0.047 2
2386- 13:30:30.00  5/19/2010   507484.824  6786620.107  422.533   0.034   0.047 2
2387- 13:31:00.00  5/19/2010   507484.821  6786620.103  422.524   0.034   0.048 2
2388- 13:31:30.00  5/19/2010   507484.825  6786620.098  422.554   0.034   0.048 2
2389- 13:32:00.00  5/19/2010   507484.817  6786620.103  422.523   0.035   0.048 2
2390- 13:32:30.00  5/19/2010   507484.820  6786620.100  422.545   0.035   0.049 2
2391- 13:33:00.00  5/19/2010   507484.819  6786620.102  422.521   0.035   0.049 2
2392- 13:33:30.00  5/19/2010   507484.816  6786620.105  422.530   0.036   0.050 2
2393- 13:34:00.00  5/19/2010   507484.813  6786620.105  422.536   0.036   0.050 2
2394- 13:34:30.00  5/19/2010   507484.814  6786620.102  422.542   0.036   0.051 2
2395- 13:35:00.00  5/19/2010   507484.812  6786620.099  422.508   0.037   0.051 2
2396- 13:35:30.00  5/19/2010   507484.809  6786620.104  422.538   0.037   0.051 2
2397- 13:36:00.00  5/19/2010   507484.813  6786620.100  422.526   0.038   0.052 2
2398- 13:36:30.00  5/19/2010   507484.816  6786620.101  422.525   0.038   0.052 2
2399- 13:37:00.00  5/19/2010   507484.808  6786620.101  422.507   0.038   0.053 2
2400- 13:37:30.00  5/19/2010   507484.807  6786620.101  422.525   0.039   0.053 2
2401- 13:38:00.00  5/19/2010   507484.805  6786620.104  422.537   0.039   0.054 2
2402- 13:38:30.00  5/19/2010   507484.811  6786620.099  422.537   0.040   0.054 2
2403- 13:39:00.00  5/19/2010   507484.809  6786620.100  422.520   0.040   0.054 2
2404- 13:39:30.00  5/19/2010   507484.813  6786620.097  422.510   0.040   0.055 2
2405- 13:40:00.00  5/19/2010   507484.811  6786620.107  422.535   0.041   0.053 2
2406- 13:40:30.00  5/19/2010   507484.809  6786620.089  422.497   0.036   0.047 2
2407- 13:41:00.00  5/19/2010   507484.816  6786620.101  422.524   0.041   0.056 2
2408- 13:41:30.00  5/19/2010   507484.813  6786620.097  422.513   0.042   0.056 2
2409- 13:42:00.00  5/19/2010   507484.813  6786620.100  422.526   0.042   0.056 2
2410- 13:42:30.00  5/19/2010   507484.810  6786620.096  422.506   0.043   0.057 2
2411- 13:43:00.00  5/19/2010   507484.811  6786620.098  422.529   0.043   0.057 2
2412- 13:43:30.00  5/19/2010   507484.810  6786620.095  422.528   0.043   0.057 2
2413- 13:44:00.00  5/19/2010   507484.806  6786620.089  422.520   0.044   0.057 2
2414- 13:44:30.00  5/19/2010   507484.806  6786620.085  422.513   0.044   0.058 2
2415- 13:45:00.00  5/19/2010   507484.803  6786620.084  422.508   0.044   0.058 2
2416- 13:45:30.00  5/19/2010   507484.805  6786620.085  422.526   0.045   0.058 2
2417- 13:46:00.00  5/19/2010   507484.799  6786620.081  422.506   0.045   0.058 2
2418- 13:46:30.00  5/19/2010   507484.796  6786620.080  422.513   0.045   0.059 2
2419- 13:47:00.00  5/19/2010   507484.793  6786620.077  422.508   0.046   0.059 2
2420- 13:47:30.00  5/19/2010   507484.790  6786620.067  422.489   0.046   0.059 2
2421- 13:48:00.00  5/19/2010   507484.787  6786620.071  422.503   0.046   0.059 2
2422- 13:48:30.00  5/19/2010   507484.781  6786620.072  422.497   0.046   0.059 2
2423- 13:49:00.00  5/19/2010   507484.779  6786620.067  422.489   0.047   0.059 2
2424- 13:49:30.00  5/19/2010   507484.777  6786620.065  422.486   0.047   0.059 2
2425- 13:50:00.00  5/19/2010   507484.771  6786620.063  422.459   0.047   0.059 2
2426- 13:50:30.00  5/19/2010   507484.773  6786620.064  422.481   0.047   0.059 2
2427- 13:51:00.00  5/19/2010   507484.773  6786620.064  422.485   0.047   0.059 2
2428- 13:51:30.00  5/19/2010   507484.770  6786620.063  422.469   0.047   0.059 2
2429- 13:52:00.00  5/19/2010   507484.771  6786620.068  422.501   0.048   0.059 2
2430- 13:52:30.00  5/19/2010   507484.768  6786620.065  422.480   0.048   0.059 2
2431- 13:53:00.00  5/19/2010   507484.769  6786620.063  422.497   0.048   0.059 2
2432- 13:53:30.00  5/19/2010   507484.761  6786620.062  422.481   0.048   0.059 2
2433- 13:54:00.00  5/19/2010   507484.763  6786620.058  422.502   0.048   0.059 2
2434- 13:54:30.00  5/19/2010   507484.758  6786620.051  422.474   0.048   0.059 2
2435- 13:55:00.00  5/19/2010   507484.760  6786620.051  422.482   0.048   0.058 2
2436- 13:55:30.00  5/19/2010   507484.761  6786620.051  422.499   0.048   0.058 2
2437- 13:56:00.00  5/19/2010   507484.753  6786620.054  422.482   0.048   0.058 2
2438- 13:56:30.00  5/19/2010   507484.750  6786620.053  422.485   0.047   0.058 2
2439- 13:57:00.00  5/19/2010   507484.755  6786620.049  422.506   0.047   0.058 2
2440- 13:57:30.00  5/19/2010   507484.750  6786620.045  422.493   0.047   0.057 2
2441- 13:58:00.00  5/19/2010   507484.748  6786620.046  422.493   0.047   0.057 2
2442- 13:58:30.00  5/19/2010   507484.745  6786620.042  422.482   0.047   0.057 2
2443- 13:59:00.00  5/19/2010   507484.740  6786620.041  422.476   0.047   0.056 2
2444- 13:59:30.00  5/19/2010   507484.742  6786620.043  422.482   0.046   0.056 2
2445- 14:00:00.00  5/19/2010   507484.741  6786620.038  422.489   0.046   0.056 2
2446- 14:00:30.00  5/19/2010   507484.741  6786620.036  422.486   0.046   0.056 2
2447- 14:01:00.00  5/19/2010   507484.737  6786620.035  422.485   0.046   0.055 2
2448- 14:01:30.00  5/19/2010   507484.737  6786620.035  422.488   0.045   0.055 2
2449- 14:02:00.00  5/19/2010   507484.741  6786620.037  422.503   0.045   0.055 2
2450- 14:02:30.00  5/19/2010   507484.735  6786620.034  422.484   0.045   0.054 2
2451- 14:03:00.00  5/19/2010   507484.740  6786620.028  422.509   0.048   0.061 2
2452- 14:03:30.00  5/19/2010   507484.737  6786620.026  422.512   0.048   0.061 2
2453- 14:04:00.00  5/19/2010   507484.740  6786620.030  422.514   0.048   0.060 2
2454- 14:04:30.00  5/19/2010   507484.739  6786620.033  422.515   0.047   0.060 2
2455- 14:05:00.00  5/19/2010   507484.737  6786620.036  422.532   0.047   0.060 2
