
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
1248-  4:01:30.00  5/19/2010   507486.082  6786621.196  422.599   0.020   0.031 2
1249-  4:02:00.00  5/19/2010   507486.078  6786621.197  422.598   0.020   0.031 2
1250-  4:02:30.00  5/19/2010   507486.079  6786621.198  422.607   0.020   0.031 2
1251-  4:03:00.00  5/19/2010   507486.077  6786621.201  422.599   0.020   0.031 2
1252-  4:03:30.00  5/19/2010   507486.073  6786621.198  422.598   0.020   0.030 2
1253-  4:04:00.00  5/19/2010   507486.072  6786621.200  422.605   0.020   0.030 2
1254-  4:04:30.00  5/19/2010   507486.072  6786621.199  422.601   0.020   0.030 2
1255-  4:05:00.00  5/19/2010   507486.070  6786621.194  422.595   0.020   0.030 2
1256-  4:05:30.00  5/19/2010   507486.070  6786621.193  422.592   0.019   0.028 2
1257-  4:06:00.00  5/19/2010   507486.067  6786621.193  422.593   0.019   0.027 2
1258-  4:06:30.00  5/19/2010   507486.069  6786621.190  422.598   0.019   0.027 2
1259-  4:07:00.00  5/19/2010   507486.069  6786621.191  422.600   0.019   0.027 2
1260-  4:07:30.00  5/19/2010   507486.066  6786621.190  422.596   0.019   0.026 2
1261-  4:08:00.00  5/19/2010   507486.065  6786621.188  422.602   0.019   0.027 2
1262-  4:08:30.00  5/19/2010   507486.064  6786621.188  422.601   0.020   0.028 2
1263-  4:09:00.00  5/19/2010   507486.061  6786621.191  422.603   0.020   0.027 2
1264-  4:09:30.00  5/19/2010   507486.060  6786621.190  422.605   0.020   0.027 2
1265-  4:10:00.00  5/19/2010   507486.059  6786621.188  422.606   0.020   0.027 2
1266-  4:10:30.00  5/19/2010   507486.055  6786621.190  422.604   0.020   0.027 2
1267-  4:11:00.00  5/19/2010   507486.053  6786621.188  422.607   0.020   0.027 2
1268-  4:11:30.00  5/19/2010   507486.049  6786621.187  422.607   0.020   0.027 2
1269-  4:12:00.00  5/19/2010   507486.050  6786621.184  422.606   0.020   0.026 2
1270-  4:12:30.00  5/19/2010   507486.051  6786621.183  422.608   0.020   0.026 2
1271-  4:13:00.00  5/19/2010   507486.049  6786621.181  422.605   0.020   0.026 2
1272-  4:13:30.00  5/19/2010   507486.049  6786621.180  422.604   0.020   0.026 2
1273-  4:14:00.00  5/19/2010   507486.048  6786621.179  422.603   0.020   0.026 2
1274-  4:14:30.00  5/19/2010   507486.047  6786621.177  422.605   0.020   0.026 2
1275-  4:15:00.00  5/19/2010   507486.045  6786621.175  422.602   0.020   0.026 2
1276-  4:15:30.00  5/19/2010   507486.044  6786621.176  422.602   0.020   0.026 2
1277-  4:16:00.00  5/19/2010   507486.043  6786621.177  422.594   0.020   0.026 2
1278-  4:16:30.00  5/19/2010   507486.041  6786621.172  422.598   0.020   0.025 2
1279-  4:17:00.00  5/19/2010   507486.040  6786621.172  422.596   0.020   0.025 2
1280-  4:17:30.00  5/19/2010   507486.039  6786621.169  422.596   0.020   0.025 2
1281-  4:18:00.00  5/19/2010   507486.037  6786621.172  422.594   0.020   0.025 2
1282-  4:18:30.00  5/19/2010   507486.037  6786621.170  422.596   0.020   0.025 2
1283-  4:19:00.00  5/19/2010   507486.035  6786621.170  422.591   0.020   0.025 2
1284-  4:19:30.00  5/19/2010   507486.033  6786621.169  422.595   0.020   0.025 2
1285-  4:20:00.00  5/19/2010   507486.034  6786621.167  422.602   0.020   0.025 2
1286-  4:20:30.00  5/19/2010   507486.032  6786621.165  422.600   0.020   0.025 2
1287-  4:21:00.00  5/19/2010   507486.030  6786621.165  422.600   0.020   0.025 2
1288-  4:21:30.00  5/19/2010   507486.029  6786621.163  422.601   0.020   0.024 2
1289-  4:22:00.00  5/19/2010   507486.031  6786621.158  422.599   0.020   0.024 2
1290-  4:22:30.00  5/19/2010   507486.028  6786621.154  422.597   0.020   0.024 2
1291-  4:23:00.00  5/19/2010   507486.028  6786621.155  422.598   0.021   0.024 2
1292-  4:23:30.00  5/19/2010   507486.024  6786621.152  422.592   0.021   0.024 2
1293-  4:24:00.00  5/19/2010   507486.021  6786621.152  422.594   0.021   0.024 2
1294-  4:24:30.00  5/19/2010   507486.022  6786621.145  422.590   0.021   0.024 2
1295-  4:25:00.00  5/19/2010   507486.019  6786621.149  422.587   0.021   0.024 2
1296-  4:25:30.00  5/19/2010   507486.019  6786621.146  422.588   0.021   0.024 2
1297-  4:26:00.00  5/19/2010   507486.018  6786621.140  422.587   0.021   0.024 2
1298-  4:26:30.00  5/19/2010   507486.015  6786621.144  422.584   0.021   0.024 2
1299-  4:27:00.00  5/19/2010   507486.014  6786621.140  422.584   0.021   0.024 2
1300-  4:27:30.00  5/19/2010   507486.014  6786621.139  422.583   0.021   0.024 2
1301-  4:28:00.00  5/19/2010   507486.009  6786621.136  422.580   0.021   0.024 2
1302-  4:28:30.00  5/19/2010   507486.007  6786621.137  422.579   0.021   0.024 2
1303-  4:29:00.00  5/19/2010   507486.007  6786621.138  422.577   0.021   0.024 2
1304-  4:29:30.00  5/19/2010   507486.006  6786621.138  422.580   0.021   0.023 2
1305-  4:30:00.00  5/19/2010   507486.005  6786621.137  422.584   0.021   0.023 2
1306-  4:30:30.00  5/19/2010   507486.006  6786621.136  422.583   0.021   0.023 2
1307-  4:31:00.00  5/19/2010   507486.004  6786621.136  422.584   0.021   0.023 2
1308-  4:31:30.00  5/19/2010   507486.007  6786621.131  422.579   0.021   0.023 2
1309-  4:32:00.00  5/19/2010   507486.008  6786621.128  422.576   0.021   0.023 2
1310-  4:32:30.00  5/19/2010   507486.003  6786621.128  422.578   0.020   0.022 2
1311-  4:33:00.00  5/19/2010   507486.005  6786621.124  422.578   0.020   0.022 2
1312-  4:33:30.00  5/19/2010   507486.000  6786621.127  422.575   0.020   0.022 2
1313-  4:34:00.00  5/19/2010   507486.000  6786621.126  422.577   0.020   0.022 2
1314-  4:34:30.00  5/19/2010   507486.000  6786621.123  422.575   0.020   0.022 2
1315-  4:35:00.00  5/19/2010   507485.998  6786621.126  422.577   0.020   0.022 2
1316-  4:35:30.00  5/19/2010   507485.998  6786621.125  422.581   0.020   0.022 2
1317-  4:36:00.00  5/19/2010   507485.999  6786621.121  422.578   0.020   0.022 2
1318-  4:36:30.00  5/19/2010   507485.997  6786621.123  422.583   0.020   0.022 2
1319-  4:37:00.00  5/19/2010   507485.995  6786621.120  422.585   0.020   0.022 2
1320-  4:37:30.00  5/19/2010   507485.995  6786621.116  422.580   0.020   0.022 2
1321-  4:38:00.00  5/19/2010   507485.991  6786621.118  422.577   0.020   0.022 2
1322-  4:38:30.00  5/19/2010   507485.987  6786621.117  422.580   0.020   0.022 2
1323-  4:39:00.00  5/19/2010   507485.987  6786621.112  422.582   0.020   0.022 2
1324-  4:39:30.00  5/19/2010   507485.985  6786621.115  422.582   0.020   0.022 2
1325-  4:40:00.00  5/19/2010   507485.984  6786621.118  422.579   0.021   0.023 2
1326-  4:40:30.00  5/19/2010   507485.986  6786621.114  422.587   0.021   0.023 2
1327-  4:41:00.00  5/19/2010   507485.986  6786621.118  422.589   0.022   0.023 2
1328-  4:41:30.00  5/19/2010   507485.984  6786621.117  422.590   0.022   0.023 2
1329-  4:42:00.00  5/19/2010   507485.982  6786621.117  422.592   0.022   0.023 2
1330-  4:42:30.00  5/19/2010   507485.981  6786621.114  422.586   0.021   0.023 2
1331-  4:43:00.00  5/19/2010   507485.981  6786621.114  422.586   0.021   0.023 2
1332-  4:43:30.00  5/19/2010   507485.977  6786621.116  422.586   0.021   0.023 2
1333-  4:44:00.00  5/19/2010   507485.977  6786621.114  422.594   0.021   0.023 2
1334-  4:44:30.00  5/19/2010   507485.975  6786621.114  422.590   0.021   0.023 2
1335-  4:45:00.00  5/19/2010   507485.971  6786621.116  422.584   0.021   0.023 2
1336-  4:45:30.00  5/19/2010   507485.970  6786621.111  422.581   0.021   0.023 2
1337-  4:46:00.00  5/19/2010   507485.972  6786621.108  422.582   0.021   0.023 2
1338-  4:46:30.00  5/19/2010   507485.970  6786621.107  422.584   0.021   0.023 2
1339-  4:47:00.00  5/19/2010   507485.971  6786621.102  422.578   0.021   0.023 2
1340-  4:47:30.00  5/19/2010   507485.967  6786621.101  422.583   0.021   0.023 2
1341-  4:48:00.00  5/19/2010   507485.966  6786621.101  422.589   0.021   0.023 2
1342-  4:48:30.00  5/19/2010   507485.966  6786621.102  422.588   0.021   0.023 2
1343-  4:49:00.00  5/19/2010   507485.963  6786621.100  422.587   0.021   0.023 2
1344-  4:49:30.00  5/19/2010   507485.962  6786621.099  422.587   0.021   0.023 2
1345-  4:50:00.00  5/19/2010   507485.961  6786621.101  422.590   0.021   0.023 2
1346-  4:50:30.00  5/19/2010   507485.957  6786621.100  422.593   0.021   0.023 2
1347-  4:51:00.00  5/19/2010   507485.953  6786621.100  422.592   0.021   0.023 2
1348-  4:51:30.00  5/19/2010   507485.954  6786621.097  422.589   0.021   0.023 2
1349-  4:52:00.00  5/19/2010   507485.951  6786621.100  422.587   0.021   0.023 2
1350-  4:52:30.00  5/19/2010   507485.949  6786621.102  422.583   0.021   0.023 2
1351-  4:53:00.00  5/19/2010   507485.950  6786621.102  422.585   0.021   0.023 2
1352-  4:53:30.00  5/19/2010   507485.946  6786621.098  422.589   0.021   0.023 2
1353-  4:54:00.00  5/19/2010   507485.947  6786621.099  422.588   0.021   0.023 2
1354-  4:54:30.00  5/19/2010   507485.945  6786621.102  422.591   0.021   0.023 2
1355-  4:55:00.00  5/19/2010   507485.944  6786621.099  422.586   0.021   0.023 2
1356-  4:55:30.00  5/19/2010   507485.943  6786621.099  422.590   0.021   0.024 2
1357-  4:56:00.00  5/19/2010   507485.940  6786621.097  422.591   0.021   0.024 2
1358-  4:56:30.00  5/19/2010   507485.940  6786621.094  422.589   0.021   0.024 2
1359-  4:57:00.00  5/19/2010   507485.938  6786621.090  422.591   0.022   0.024 2
1360-  4:57:30.00  5/19/2010   507485.936  6786621.090  422.591   0.022   0.024 2
1361-  4:58:00.00  5/19/2010   507485.933  6786621.093  422.598   0.022   0.024 2
1362-  4:58:30.00  5/19/2010   507485.931  6786621.092  422.598   0.022   0.025 2
1363-  4:59:00.00  5/19/2010   507485.935  6786621.092  422.591   0.022   0.025 2
1364-  4:59:30.00  5/19/2010   507485.936  6786621.090  422.595   0.022   0.025 2
1365-  5:00:00.00  5/19/2010   507485.938  6786621.087  422.595   0.022   0.026 2
1366-  5:00:30.00  5/19/2010   507485.938  6786621.087  422.594   0.022   0.026 2
1367-  5:01:00.00  5/19/2010   507485.936  6786621.088  422.596   0.023   0.026 2
1368-  5:01:30.00  5/19/2010   507485.937  6786621.078  422.604   0.023   0.027 2
1369-  5:02:00.00  5/19/2010   507485.936  6786621.086  422.613   0.024   0.029 2
1370-  5:02:30.00  5/19/2010   507485.938  6786621.086  422.616   0.024   0.030 2
1371-  5:03:00.00  5/19/2010   507485.938  6786621.086  422.630   0.024   0.030 2
1372-  5:03:30.00  5/19/2010   507485.938  6786621.086  422.634   0.024   0.030 2
1373-  5:04:00.00  5/19/2010   507485.937  6786621.085  422.629   0.024   0.031 2
1374-  5:04:30.00  5/19/2010   507485.934  6786621.088  422.626   0.025   0.032 2
1375-  5:05:00.00  5/19/2010   507485.933  6786621.103  422.607   0.027   0.038 2
1376-  5:05:30.00  5/19/2010   507485.937  6786621.099  422.596   0.027   0.038 2
1377-  5:06:00.00  5/19/2010   507485.935  6786621.102  422.583   0.027   0.038 2
1378-  5:06:30.00  5/19/2010   507485.931  6786621.099  422.579   0.027   0.038 2
1379-  5:07:00.00  5/19/2010   507485.928  6786621.097  422.575   0.026   0.038 2
1380-  5:07:30.00  5/19/2010   507485.924  6786621.088  422.575   0.026   0.038 2
1381-  5:08:00.00  5/19/2010   507485.915  6786621.086  422.578   0.026   0.038 2
1382-  5:08:30.00  5/19/2010   507485.914  6786621.085  422.590   0.026   0.038 2
1383-  5:09:00.00  5/19/2010   507485.922  6786621.086  422.583   0.026   0.038 2
1384-  5:09:30.00  5/19/2010   507485.927  6786621.081  422.583   0.026   0.039 2
1385-  5:10:00.00  5/19/2010   507485.918  6786621.079  422.587   0.026   0.039 2
1386-  5:10:30.00  5/19/2010   507485.916  6786621.077  422.598   0.026   0.039 2
1387-  5:11:00.00  5/19/2010   507485.916  6786621.073  422.605   0.026   0.039 2
1388-  5:11:30.00  5/19/2010   507485.926  6786621.072  422.614   0.026   0.039 2
1389-  5:12:00.00  5/19/2010   507485.922  6786621.068  422.617   0.026   0.039 2
1390-  5:12:30.00  5/19/2010   507485.917  6786621.060  422.614   0.026   0.039 2
1391-  5:13:00.00  5/19/2010   507485.920  6786621.053  422.601   0.026   0.039 2
1392-  5:13:30.00  5/19/2010   507485.913  6786621.064  422.624   0.025   0.039 2
1393-  5:14:00.00  5/19/2010   507485.916  6786621.060  422.623   0.025   0.039 2
1394-  5:14:30.00  5/19/2010   507485.917  6786621.058  422.615   0.025   0.039 2
1395-  5:15:00.00  5/19/2010   507485.917  6786621.059  422.619   0.025   0.039 2
1396-  5:15:30.00  5/19/2010   507485.913  6786621.062  422.624   0.025   0.039 2
1397-  5:16:00.00  5/19/2010   507485.911  6786621.059  422.619   0.025   0.039 2
1398-  5:16:30.00  5/19/2010   507485.910  6786621.057  422.628   0.025   0.039 2
1399-  5:17:00.00  5/19/2010   507485.908  6786621.054  422.635   0.025   0.039 2
1400-  5:17:30.00  5/19/2010   507485.908  6786621.054  422.632   0.025   0.039 2
1401-  5:18:00.00  5/19/2010   507485.907  6786621.053  422.625   0.025   0.039 2
1402-  5:18:30.00  5/19/2010   507485.905  6786621.050  422.627   0.025   0.039 2
1403-  5:19:00.00  5/19/2010   507485.903  6786621.049  422.631   0.025   0.039 2
1404-  5:19:30.00  5/19/2010   507485.900  6786621.052  422.644   0.025   0.039 2
1405-  5:20:00.00  5/19/2010   507485.899  6786621.049  422.636   0.024   0.039 2
1406-  5:20:30.00  5/19/2010   507485.895  6786621.047  422.630   0.024   0.039 2
1407-  5:21:00.00  5/19/2010   507485.894  6786621.043  422.642   0.024   0.039 2
1408-  5:21:30.00  5/19/2010   507485.901  6786621.055  422.629   0.022   0.033 2
1409-  5:22:00.00  5/19/2010   507485.899  6786621.051  422.617   0.021   0.032 2
1410-  5:22:30.00  5/19/2010   507485.898  6786621.052  422.612   0.021   0.031 2
1411-  5:23:00.00  5/19/2010   507485.897  6786621.051  422.605   0.021   0.030 2
1412-  5:23:30.00  5/19/2010   507485.898  6786621.044  422.605   0.020   0.029 2
1413-  5:24:00.00  5/19/2010   507485.899  6786621.047  422.600   0.020   0.029 2
1414-  5:24:30.00  5/19/2010   507485.898  6786621.047  422.585   0.020   0.029 2
1415-  5:25:00.00  5/19/2010   507485.896  6786621.052  422.581   0.020   0.029 2
1416-  5:25:30.00  5/19/2010   507485.895  6786621.049  422.570   0.020   0.029 2
1417-  5:26:00.00  5/19/2010   507485.891  6786621.050  422.551   0.020   0.029 2
1418-  5:26:30.00  5/19/2010   507485.892  6786621.048  422.541   0.020   0.029 2
1419-  5:27:00.00  5/19/2010   507485.889  6786621.049  422.542   0.020   0.029 2
1420-  5:27:30.00  5/19/2010   507485.887  6786621.050  422.549   0.020   0.029 2
1421-  5:28:00.00  5/19/2010   507485.883  6786621.052  422.547   0.020   0.029 2
1422-  5:28:30.00  5/19/2010   507485.882  6786621.050  422.547   0.020   0.029 2
1423-  5:29:00.00  5/19/2010   507485.878  6786621.049  422.546   0.020   0.029 2
1424-  5:29:30.00  5/19/2010   507485.879  6786621.045  422.548   0.020   0.029 2
1425-  5:30:00.00  5/19/2010   507485.876  6786621.038  422.561   0.020   0.029 2
1426-  5:30:30.00  5/19/2010   507485.875  6786621.034  422.583   0.020   0.030 2
1427-  5:31:00.00  5/19/2010   507485.873  6786621.030  422.611   0.020   0.030 2
1428-  5:31:30.00  5/19/2010   507485.871  6786621.021  422.602   0.020   0.030 2
1429-  5:32:00.00  5/19/2010   507485.871  6786621.021  422.590   0.020   0.030 2
1430-  5:32:30.00  5/19/2010   507485.872  6786621.021  422.571   0.020   0.031 2
1431-  5:33:00.00  5/19/2010   507485.869  6786621.016  422.558   0.020   0.032 2
1432-  5:33:30.00  5/19/2010   507485.871  6786621.007  422.551   0.021   0.033 2
1433-  5:34:00.00  5/19/2010   507485.865  6786621.027  422.582   0.023   0.039 2
1434-  5:34:30.00  5/19/2010   507485.867  6786621.020  422.562   0.023   0.039 2
1435-  5:35:00.00  5/19/2010   507485.866  6786621.021  422.582   0.023   0.039 2
1436-  5:35:30.00  5/19/2010   507485.865  6786621.019  422.582   0.023   0.040 2
1437-  5:36:00.00  5/19/2010   507485.865  6786621.014  422.561   0.023   0.040 2
1438-  5:36:30.00  5/19/2010   507485.862  6786621.020  422.570   0.023   0.040 2
1439-  5:37:00.00  5/19/2010   507485.860  6786621.023  422.577   0.023   0.041 2
1440-  5:37:30.00  5/19/2010   507485.860  6786621.023  422.570   0.023   0.041 2
1441-  5:38:00.00  5/19/2010   507485.856  6786621.024  422.565   0.023   0.041 2
1442-  5:38:30.00  5/19/2010   507485.853  6786621.022  422.560   0.023   0.042 2
1443-  5:39:00.00  5/19/2010   507485.848  6786621.024  422.568   0.023   0.042 2
1444-  5:39:30.00  5/19/2010   507485.847  6786621.032  422.571   0.022   0.039 2
1445-  5:40:00.00  5/19/2010   507485.843  6786621.029  422.574   0.021   0.037 2
1446-  5:40:30.00  5/19/2010   507485.838  6786621.030  422.586   0.021   0.037 2
1447-  5:41:00.00  5/19/2010   507485.834  6786621.025  422.591   0.021   0.037 2
1448-  5:41:30.00  5/19/2010   507485.828  6786621.021  422.591   0.021   0.038 2
1449-  5:42:00.00  5/19/2010   507485.832  6786621.013  422.584   0.021   0.040 2
1450-  5:42:30.00  5/19/2010   507485.830  6786621.020  422.592   0.023   0.045 2
1451-  5:43:00.00  5/19/2010   507485.829  6786621.022  422.590   0.023   0.046 2
1452-  5:43:30.00  5/19/2010   507485.831  6786621.015  422.578   0.023   0.046 2
1453-  5:44:00.00  5/19/2010   507485.833  6786621.019  422.598   0.023   0.047 2
1454-  5:44:30.00  5/19/2010   507485.828  6786621.019  422.607   0.023   0.048 2
1455-  5:45:00.00  5/19/2010   507485.829  6786621.016  422.602   0.023   0.048 2
1456-  5:45:30.00  5/19/2010   507485.828  6786621.012  422.599   0.023   0.049 2
1457-  5:46:00.00  5/19/2010   507485.826  6786621.008  422.595   0.023   0.051 2
1458-  5:46:30.00  5/19/2010   507485.827  6786621.000  422.593   0.024   0.053 2
1459-  5:47:00.00  5/19/2010   507485.823  6786620.996  422.569   0.024   0.057 2
1460-  5:47:30.00  5/19/2010   507485.824  6786621.007  422.565   0.022   0.046 2
1461-  5:48:00.00  5/19/2010   507485.821  6786621.015  422.572   0.022   0.047 2
1462-  5:48:30.00  5/19/2010   507485.820  6786621.014  422.559   0.022   0.047 2
1463-  5:49:00.00  5/19/2010   507485.821  6786621.009  422.550   0.022   0.047 2
1464-  5:49:30.00  5/19/2010   507485.812  6786621.039  422.536   0.023   0.046 2
1465-  5:50:00.00  5/19/2010   507485.812  6786621.004  422.559   0.022   0.047 2
1466-  5:50:30.00  5/19/2010   507485.809  6786621.000  422.568   0.022   0.048 2
1467-  5:51:00.00  5/19/2010   507485.808  6786620.995  422.570   0.022   0.048 2
1468-  5:51:30.00  5/19/2010   507485.806  6786620.991  422.567   0.022   0.048 2
1469-  5:52:00.00  5/19/2010   507485.805  6786620.991  422.572   0.022   0.048 2
1470-  5:52:30.00  5/19/2010   507485.799  6786620.985  422.558   0.022   0.048 2
1471-  5:53:00.00  5/19/2010   507485.808  6786620.995  422.597   0.022   0.048 2
1472-  5:53:30.00  5/19/2010   507485.804  6786620.996  422.588   0.022   0.049 2
1473-  5:54:00.00  5/19/2010   507485.802  6786620.997  422.592   0.022   0.048 2
1474-  5:54:30.00  5/19/2010   507485.802  6786620.991  422.583   0.022   0.047 2
1475-  5:55:00.00  5/19/2010   507485.799  6786620.994  422.585   0.022   0.047 2
1476-  5:55:30.00  5/19/2010   507485.793  6786620.992  422.593   0.022   0.047 2
1477-  5:56:00.00  5/19/2010   507485.791  6786621.000  422.622   0.022   0.047 2
1478-  5:56:30.00  5/19/2010   507485.789  6786620.996  422.610   0.022   0.047 2
1479-  5:57:00.00  5/19/2010   507485.785  6786620.999  422.620   0.022   0.047 2
1480-  5:57:30.00  5/19/2010   507485.783  6786620.997  422.630   0.022   0.047 2
1481-  5:58:00.00  5/19/2010   507485.784  6786620.996  422.617   0.021   0.047 2
1482-  5:58:30.00  5/19/2010   507485.785  6786620.992  422.609   0.021   0.046 2
1483-  5:59:00.00  5/19/2010   507485.785  6786620.990  422.620   0.021   0.046 2
1484-  5:59:30.00  5/19/2010   507485.788  6786620.989  422.619   0.021   0.046 2
1485-  6:00:00.00  5/19/2010   507485.785  6786620.986  422.607   0.021   0.045 2
1486-  6:00:30.00  5/19/2010   507485.783  6786620.983  422.618   0.021   0.045 2
1487-  6:01:00.00  5/19/2010   507485.781  6786620.984  422.615   0.021   0.045 2
1488-  6:01:30.00  5/19/2010   507485.780  6786620.979  422.602   0.021   0.045 2
1489-  6:02:00.00  5/19/2010   507485.779  6786620.976  422.610   0.021   0.045 2
1490-  6:02:30.00  5/19/2010   507485.779  6786620.981  422.612   0.021   0.045 2
1491-  6:03:00.00  5/19/2010   507485.778  6786620.982  422.611   0.021   0.045 2
1492-  6:03:30.00  5/19/2010   507485.777  6786620.985  422.628   0.021   0.044 2
1493-  6:04:00.00  5/19/2010   507485.775  6786620.986  422.635   0.021   0.044 2
1494-  6:04:30.00  5/19/2010   507485.776  6786620.981  422.625   0.021   0.044 2
1495-  6:05:00.00  5/19/2010   507485.774  6786620.981  422.627   0.021   0.044 2
1496-  6:05:30.00  5/19/2010   507485.776  6786620.979  422.641   0.021   0.044 2
1497-  6:06:00.00  5/19/2010   507485.777  6786620.975  422.634   0.021   0.043 2
1498-  6:06:30.00  5/19/2010   507485.776  6786620.971  422.625   0.021   0.043 2
1499-  6:07:00.00  5/19/2010   507485.775  6786620.967  422.621   0.020   0.043 2
1500-  6:07:30.00  5/19/2010   507485.772  6786620.962  422.623   0.020   0.043 2
1501-  6:08:00.00  5/19/2010   507485.771  6786620.958  422.624   0.020   0.042 2
1502-  6:08:30.00  5/19/2010   507485.769  6786620.953  422.607   0.020   0.042 2
1503-  6:09:00.00  5/19/2010   507485.766  6786620.950  422.596   0.020   0.042 2
1504-  6:09:30.00  5/19/2010   507485.765  6786620.950  422.601   0.020   0.043 2
1505-  6:10:00.00  5/19/2010   507485.767  6786620.953  422.605   0.020   0.042 2
1506-  6:10:30.00  5/19/2010   507485.759  6786620.943  422.574   0.020   0.041 2
1507-  6:11:00.00  5/19/2010   507485.757  6786620.940  422.554   0.019   0.037 2
1508-  6:11:30.00  5/19/2010   507485.763  6786620.937  422.565   0.019   0.036 2
1509-  6:12:00.00  5/19/2010   507485.763  6786620.937  422.575   0.019   0.035 2
1510-  6:12:30.00  5/19/2010   507485.764  6786620.934  422.578   0.019   0.035 2
1511-  6:13:00.00  5/19/2010   507485.761  6786620.935  422.580   0.019   0.034 2
1512-  6:13:30.00  5/19/2010   507485.762  6786620.936  422.585   0.018   0.034 2
1513-  6:14:00.00  5/19/2010   507485.760  6786620.930  422.576   0.018   0.034 2
1514-  6:14:30.00  5/19/2010   507485.758  6786620.926  422.582   0.018   0.034 2
1515-  6:15:00.00  5/19/2010   507485.752  6786620.924  422.585   0.018   0.034 2
1516-  6:15:30.00  5/19/2010   507485.752  6786620.923  422.584   0.018   0.034 2
1517-  6:16:00.00  5/19/2010   507485.758  6786620.926  422.597   0.018   0.033 2
1518-  6:16:30.00  5/19/2010   507485.754  6786620.926  422.605   0.018   0.033 2
1519-  6:17:00.00  5/19/2010   507485.753  6786620.924  422.609   0.018   0.033 2
1520-  6:17:30.00  5/19/2010   507485.752  6786620.920  422.607   0.018   0.033 2
1521-  6:18:00.00  5/19/2010   507485.747  6786620.914  422.606   0.018   0.033 2
1522-  6:18:30.00  5/19/2010   507485.745  6786620.913  422.609   0.018   0.033 2
1523-  6:19:00.00  5/19/2010   507485.748  6786620.915  422.611   0.018   0.033 2
1524-  6:19:30.00  5/19/2010   507485.749  6786620.912  422.629   0.018   0.033 2
1525-  6:20:00.00  5/19/2010   507485.750  6786620.913  422.637   0.018   0.032 2
1526-  6:20:30.00  5/19/2010   507485.751  6786620.914  422.645   0.018   0.032 2
1527-  6:21:00.00  5/19/2010   507485.754  6786620.913  422.650   0.018   0.032 2
1528-  6:21:30.00  5/19/2010   507485.753  6786620.915  422.654   0.018   0.032 2
1529-  6:22:00.00  5/19/2010   507485.749  6786620.913  422.648   0.018   0.032 2
1530-  6:22:30.00  5/19/2010   507485.744  6786620.910  422.645   0.018   0.032 2
1531-  6:23:00.00  5/19/2010   507485.741  6786620.905  422.631   0.018   0.032 2
1532-  6:23:30.00  5/19/2010   507485.740  6786620.905  422.629   0.018   0.031 2
1533-  6:24:00.00  5/19/2010   507485.736  6786620.905  422.619   0.018   0.031 2
1534-  6:24:30.00  5/19/2010   507485.743  6786620.904  422.632   0.018   0.031 2
1535-  6:25:00.00  5/19/2010   507485.738  6786620.905  422.628   0.018   0.031 2
1536-  6:25:30.00  5/19/2010   507485.734  6786620.906  422.620   0.018   0.031 2
1537-  6:26:00.00  5/19/2010   507485.733  6786620.908  422.620   0.018   0.031 2
1538-  6:26:30.00  5/19/2010   507485.736  6786620.911  422.624   0.018   0.031 2
1539-  6:27:00.00  5/19/2010   507485.729  6786620.909  422.605   0.019   0.032 2
1540-  6:27:30.00  5/19/2010   507485.722  6786620.910  422.601   0.019   0.031 2
1541-  6:28:00.00  5/19/2010   507485.723  6786620.913  422.604   0.018   0.031 2
1542-  6:28:30.00  5/19/2010   507485.724  6786620.916  422.611   0.018   0.031 2
1543-  6:29:00.00  5/19/2010   507485.715  6786620.916  422.604   0.019   0.031 2
1544-  6:29:30.00  5/19/2010   507485.713  6786620.921  422.605   0.019   0.031 2
1545-  6:30:00.00  5/19/2010   507485.715  6786620.915  422.610   0.019   0.031 2
1546-  6:30:30.00  5/19/2010   507485.719  6786620.915  422.599   0.019   0.031 2
1547-  6:31:00.00  5/19/2010   507485.720  6786620.913  422.612   0.019   0.031 2
1548-  6:31:30.00  5/19/2010   507485.719  6786620.900  422.610   0.019   0.031 2
1549-  6:32:00.00  5/19/2010   507485.718  6786620.900  422.592   0.019   0.030 2
1550-  6:32:30.00  5/19/2010   507485.720  6786620.888  422.595   0.019   0.030 2
1551-  6:33:00.00  5/19/2010   507485.722  6786620.892  422.591   0.019   0.030 2
1552-  6:33:30.00  5/19/2010   507485.721  6786620.901  422.595   0.019   0.030 2
1553-  6:34:00.00  5/19/2010   507485.718  6786620.903  422.601   0.019   0.030 2
1554-  6:34:30.00  5/19/2010   507485.714  6786620.897  422.607   0.019   0.030 2
1555-  6:35:00.00  5/19/2010   507485.716  6786620.898  422.625   0.019   0.030 2
1556-  6:35:30.00  5/19/2010   507485.722  6786620.899  422.628   0.019   0.030 2
