t,value,sequence
1986-04-03T05:14:30Z,12.5007076334503,25
1986-04-03T06:28:34Z,12.5227852543574,25
1986-04-03T07:33:46Z,12.5283371225203,25
1986-04-03T08:18:42Z,12.5476376311094,25
1986-04-03T09:10:13Z,12.555916741199,25
1986-04-03T10:01:53Z,12.5614731967445,25
1986-04-03T10:53:28Z,12.5282694400308,25
1986-04-03T11:22:37Z,12.4894342766586,25
1986-04-03T11:58:29Z,12.4286242026319,25
1986-04-03T12:36:37Z,12.3761092638376,25
1986-04-03T13:12:26Z,12.3151047362101,25
1986-04-03T13:50:33Z,12.2570158321753,25
1986-04-03T14:24:11Z,12.2210955607614,25
1986-04-03T15:02:21Z,12.2017675504399,25
1986-04-03T16:09:45Z,12.2017447039991,25
1986-04-03T16:52:23Z,12.2376384666972,25
1986-04-03T17:32:49Z,12.2846822366901,25
1986-04-03T17:55:15Z,12.334454048336,25
1986-04-03T18:24:32Z,12.4119002209239,25
1986-04-03T18:53:44Z,12.5031525790885,25
1986-04-03T19:22:55Z,12.5805987873168,25
1986-04-03T19:49:56Z,12.6469621786009,26
1986-04-03T20:23:41Z,12.7521485780369,26
1986-04-03T21:01:59Z,12.8378238834017,26
1986-04-03T21:55:55Z,12.9097521190788,26
1986-04-03T22:36:20Z,12.9429246938734,26
1986-04-03T23:18:54Z,12.9512068383358,26
1986-04-03T23:57:04Z,12.9428973316964,26
1986-04-04T00:24:00Z,12.9014704070366,26
1986-04-04T01:02:07Z,12.8294459266324,26
1986-04-04T01:44:39Z,12.7437432234503,26
1986-04-04T02:29:32Z,12.6219370432778,26
1986-04-04T03:12:02Z,12.511280260044,26
1986-04-04T03:43:21Z,12.4200073936348,26
1986-04-04T04:19:12Z,12.3426035234177,26
1986-04-04T05:01:45Z,12.284448738937,26
1986-04-04T05:46:40Z,12.2649883538128,26
1986-04-04T06:22:32Z,12.2761247926159,26
1986-04-04T07:09:46Z,12.3203135687197,26
1986-04-04T08:01:29Z,12.3894555714139,26
1986-04-04T08:48:36Z,12.4447936407241,26
1986-04-04T09:40:19Z,12.4918329274324,26
1986-04-04T10:07:15Z,12.5333716828269,26
1986-04-04T10:54:25Z,12.5582454069276,26
1986-04-04T11:25:48Z,12.566531335309,26
1986-04-04T12:04:01Z,12.5470732169174,26
1986-04-04T12:37:38Z,12.4944954316844,26
1986-04-04T13:22:26Z,12.4142364996691,26
1986-04-04T13:58:13Z,12.3257497623275,26
1986-04-04T14:27:16Z,12.2399222020004,26
1986-04-04T15:03:14Z,12.1624532510636,26
1986-04-04T15:41:15Z,12.1044294279313,26
1986-04-04T16:14:54Z,12.0878248899746,26
1986-04-04T16:55:21Z,12.1016823771257,26
1986-04-04T17:13:24Z,12.1458159964553,26
1986-04-04T17:38:08Z,12.1929301303617,26
1986-04-04T18:14:00Z,12.2647350617206,27
1986-04-04T18:32:04Z,12.3283788860199,27
1986-04-04T18:45:35Z,12.3671995917989,27
1986-04-04T19:10:14Z,12.4252672201314,28
1986-04-04T19:28:17Z,12.4721884857152,28
1986-04-04T19:55:13Z,12.5053656297979,28
1986-04-05T02:43:49Z,12.5606455665146,29
1986-04-05T03:01:42Z,12.5247312955718,29
1986-04-05T03:21:50Z,12.4748800170766,29
1986-04-05T04:15:33Z,12.3587098483086,30
1986-04-05T05:02:38Z,12.3005535287298,31
1986-04-05T05:20:38Z,12.2811022642704,31
1986-04-05T05:47:32Z,12.2756486049812,31
1986-04-05T06:30:09Z,12.2866526689817,31
1986-04-05T06:54:58Z,12.3088120234706,31
1986-04-05T23:54:22Z,12.8091770502654,32
1986-04-06T00:32:27Z,12.8147381107395,32
1986-04-06T01:19:34Z,12.8008516046695,32
1986-04-06T02:02:19Z,12.7732248115632,32
1986-04-06T02:38:08Z,12.7261558603052,32
1986-04-06T03:13:53Z,12.6486876445574,32
1986-04-06T03:34:03Z,12.5823082607647,32
1986-04-06T03:52:01Z,12.5213741653253,32
1986-04-06T04:25:36Z,12.4439066812118,32
1986-04-06T04:45:43Z,12.3802492527803,32
1986-04-06T04:59:08Z,12.3166597998859,32
1986-04-06T05:19:19Z,12.2585769823258,32
1986-04-06T05:43:59Z,12.2115111512613,32
1986-04-06T06:04:10Z,12.1727440673412,32
1986-04-06T06:28:44Z,12.1368268659406,32
1986-04-06T06:48:59Z,12.1036337291665,32
1986-04-06T07:31:40Z,12.0704329889142,32
1986-04-06T08:16:27Z,12.095307516113,32
1986-04-06T08:54:40Z,12.1533054942548,32
1986-04-06T09:23:51Z,12.2087146951188,32
1986-04-06T09:39:41Z,12.2667853042721,32
1986-04-06T09:46:27Z,12.2860980895427,32
1986-04-06T09:57:40Z,12.3469572515977,33
1986-04-06T10:29:10Z,12.4271903208937,33
1986-04-06T11:00:41Z,12.5157192925142,33
1986-04-06T11:25:26Z,12.5821484963352,33
1986-04-06T11:52:24Z,12.642937276748,33
1986-04-06T12:32:49Z,12.66781328531,33
1986-04-06T13:19:53Z,12.6595007623921,33
