marker,station,t_hat,theta_hat,K_theta,phi,K_phi,h
1,New Gilbert,20.837,391.3584,2,,,1670
1,New Quickie,20.837,150.6091,1,5.6554,1,1466
1,New Quickie,21.311,150.5693,0,5.6572,0,1466
1,New Quickie,21.432,150.5613,0,5.6589,0,1466
1,New Quickie,21.720,150.5360,0,5.6604,0,1466
1,New Quickie,21.874,150.5254,0,5.6611,0,1466
1,New Quickie,23.476,150.4031,0,5.6694,0,1466
1,New Quickie,23.681,150.3862,0,5.6702,0,1466
1,New Quickie,24.308,150.3374,0,5.6729,0,1466
1,New Quickie,24.410,150.3282,0,5.6737,0,1466
1,New Quickie,24.675,150.3060,0,5.6764,0,1466
1,New Quickie,24.776,150.2992,0,5.6764,0,1466
1,New Quickie,24.890,150.2900,0,5.6765,0,1466
1,New Quickie,25.264,150.2652,0,5.6789,0,1466
1,New Quickie,25.447,150.2497,0,5.6797,0,1466
1,New Quickie,25.609,150.2383,0,5.6828,0,1466
1,New Quickie,25.794,150.2253,0,5.6825,0,1466
1,New Quickie,25.907,150.2158,0,5.6828,0,1466
1,New Quickie,26.299,150.1857,0,5.6841,0,1466
1,New Quickie,26.451,150.1753,0,5.6855,0,1466
1,New Quickie,26.596,150.1646,0,5.6865,1,1466
1,New Quickie,26.767,150.1530,0,5.6898,0,1466
1,New Quickie,26.899,150.1426,0,5.6863,0,1466
1,New Quickie,27.302,150.1109,0,5.6895,0,1510
1,New Quickie,27.445,150.1020,0,5.6903,0,1510
1,New Quickie,27.651,150.0908,0,5.6934,0,1510
1,New Quickie,27.771,150.0820,2,5.6929,2,1510
1,New Quickie,27.887,150.0811,2,5.6921,2,1510
1,New Quickie,28.396,150.0320,0,5.6956,0,1553
1,New Quickie,28.480,150.0310,0,5.6976,0,1553
1,New Quickie,28.594,150.0215,0,5.6966,0,1553
1,New Quickie,28.742,150.0094,0,5.6982,0,1553
1,New Quickie,28.872,150.0244,1,5.6985,0,1553
1,New Quickie,29.326,149.9735,0,5.6996,0,1560
1,New Quickie,29.512,149.9534,0,5.7010,0,1560
1,New Quickie,29.634,149.9463,1,5.7016,0,1560
1,New Quickie,29.772,149.9409,0,5.7024,0,1560
1,New Quickie,29.877,149.9285,0,5.7028,0,1560
1,New Quickie,30.368,149.8892,0,5.7046,0,1560
1,New Quickie,30.528,149.8659,0,5.7066,0,1560
1,New Quickie,31.549,149.8068,0,5.7098,1,1560
1,New Quickie,33.481,149.5971,0,5.7166,0,1560
1,New Quickie,33.590,149.5869,0,5.7186,0,1560
1,New Quickie,33.681,149.5807,0,5.7170,0,1560
1,New Quickie,33.886,149.5578,0,5.7186,0,1560
1,New Quickie,34.351,149.5262,0,5.7224,0,1560
1,New Quickie,34.507,149.5124,0,5.7233,0,1560
1,New Quickie,34.627,149.5074,0,5.7248,0,1560
1,New Quickie,34.771,149.4960,0,5.7242,0,1560
1,New Quickie,34.876,149.4915,0,5.7251,0,1560
1,New Quickie,35.348,149.4684,0,5.7296,1,1560
1,New Quickie,35.483,149.4550,1,5.7290,1,1560
1,New Quickie,35.624,149.4468,1,5.7279,0,1560
1,New Quickie,36.715,149.3850,0,5.7344,0,1560
1,New Quickie,39.367,149.2102,0,5.7417,0,1560
1,New Quickie,39.474,149.2053,1,5.7416,0,1560
2,New Gilbert,20.833,389.1001,2,0.5111,2,1670
2,New Gilbert,25.644,389.0136,0,0.5228,0,1520
2,New Gilbert,26.365,389.0017,1,0.5180,0,1650
2,New Gilbert,27.365,388.9819,2,0.5186,0,1650
2,New Gilbert,28.372,388.9690,0,0.4759,0,1760
2,New Gilbert,30.353,388.9391,1,0.5311,0,1760
2,New Gilbert,33.402,388.8767,1,0.5334,0,1760
2,New Gilbert,33.574,388.8713,0,0.5339,0,1500
2,New Gilbert,34.589,388.8550,0,0.5354,0,1500
2,New Gilbert,36.689,388.8279,2,0.5388,1,1450
2,New Gilbert,38.863,388.7985,2,0.5387,2,1310
2,New Gilbert,39.481,388.7938,2,0.5459,2,1310
2,New Quickie,20.836,138.2713,1,6.2048,1,1466
2,New Quickie,21.308,138.2278,0,6.2080,0,1466
2,New Quickie,21.429,138.2176,0,6.2093,0,1466
2,New Quickie,21.717,138.1885,0,6.2121,0,1466
2,New Quickie,23.474,138.0305,0,6.2234,0,1466
2,New Quickie,23.683,138.0108,0,6.2248,0,1466
2,New Quickie,24.408,137.9466,0,6.2296,0,1466
2,New Quickie,24.774,137.9128,0,6.2321,0,1466
2,New Quickie,25.445,137.8548,0,6.2378,0,1466
2,New Quickie,25.791,137.8254,0,6.2399,0,1466
2,New Quickie,26.451,137.7679,0,6.2458,0,1466
2,New Quickie,26.766,137.7414,0,6.2475,0,1466
2,New Quickie,27.883,137.6389,2,6.2570,2,1510
2,New Quickie,28.477,137.5999,0,6.2608,0,1553
2,New Quickie,28.740,137.5756,0,6.2620,0,1553
2,New Quickie,29.510,137.5104,0,6.2657,0,1560
2,New Quickie,29.770,137.4946,1,6.2681,0,1560
2,New Quickie,30.526,137.4110,1,6.2744,0,1560
2,New Quickie,33.702,137.0809,0,6.2938,0,1560
2,New Quickie,34.365,137.0201,0,6.2990,0,1560
2,New Quickie,34.758,136.9888,0,6.3008,0,1560
2,New Quickie,35.359,136.9560,1,6.3045,0,1560
2,New Quickie,36.728,136.8627,1,6.3150,0,1560
2,New Quickie,39.381,136.6657,0,6.3289,0,1560
3,New Gilbert,20.826,387.4043,2,1.0084,2,1670
3,New Gilbert,24.644,387.3481,0,0.9315,0,1520
3,New Gilbert,25.649,387.3387,0,0.9379,0,1520
3,New Gilbert,25.878,387.3355,1,0.9350,0,1650
3,New Gilbert,26.369,387.3293,1,0.9380,0,1650
3,New Gilbert,27.367,387.2653,2,0.9407,0,1650
3,New Gilbert,28.362,387.3037,0,0.9497,0,1760
3,New Gilbert,29.440,387.2913,1,0.9568,1,1760
3,New Gilbert,30.358,387.2828,1,0.9600,0,1760
3,New Gilbert,33.401,387.2359,1,0.9751,0,1760
3,New Gilbert,33.644,387.2347,0,0.9778,0,1500
3,New Gilbert,34.592,387.2213,0,0.9837,0,1500
3,New Gilbert,36.693,387.2022,1,0.9921,1,1450
3,New Quickie,20.835,119.1972,1,8.5762,1,1466
3,New Quickie,21.306,119.1431,0,8.5860,0,1466
3,New Quickie,21.426,119.1300,0,8.5904,0,1466
3,New Quickie,21.715,119.0945,0,8.5973,1,1466
3,New Quickie,23.471,118.9002,0,8.6341,0,1466
3,New Quickie,23.685,118.8764,0,8.6394,0,1466
3,New Quickie,24.406,118.7976,0,8.6534,0,1466
3,New Quickie,24.771,118.7572,0,8.6619,0,1466
3,New Quickie,25.442,118.6868,0,8.6772,0,1466
3,New Quickie,25.788,118.6492,0,8.6837,0,1466
3,New Quickie,26.447,118.5797,0,8.6980,0,1466
3,New Quickie,26.765,118.5457,0,8.7026,0,1466
3,New Quickie,27.878,118.4234,2,8.7266,2,1510
3,New Quickie,28.474,118.3730,0,8.7403,0,1553
3,New Quickie,28.738,118.3434,1,8.7436,0,1553
3,New Quickie,29.508,118.2618,0,8.7588,0,1560
3,New Quickie,29.759,118.2407,0,8.7630,0,1560
3,New Quickie,30.505,118.1638,0,8.7773,0,1560
3,New Quickie,33.465,117.7742,0,8.8340,0,1560
3,New Quickie,33.708,117.7484,1,8.8435,0,1560
3,New Quickie,34.362,117.6764,0,8.8571,0,1560
3,New Quickie,34.756,117.6396,0,8.8672,0,1560
3,New Quickie,35.357,117.6002,1,8.8816,0,1560
3,New Quickie,36.725,117.4864,0,8.9046,1,1560
4,New Gilbert,20.806,385.8115,2,1.3526,2,1670
4,New Quickie,20.833,101.6321,1,10.3962,1,1466
4,New Quickie,21.303,101.5783,0,10.3965,0,1466
4,New Quickie,21.424,101.5644,0,10.3991,0,1466
4,New Quickie,21.712,101.5304,0,10.3985,0,1466
4,New Quickie,21.872,101.5124,0,10.3996,0,1466
4,New Quickie,23.469,101.3393,0,10.4053,0,1466
4,New Quickie,23.688,101.3145,0,10.4059,0,1466
4,New Quickie,24.306,101.2466,0,10.4077,0,1466
4,New Quickie,24.401,101.2350,0,10.4074,0,1466
4,New Quickie,24.673,101.2028,0,10.4089,0,1466
4,New Quickie,24.768,101.1946,0,10.4087,0,1466
4,New Quickie,24.887,101.1796,0,10.4093,0,1466
4,New Quickie,25.261,101.1432,0,10.4095,0,1466
4,New Quickie,25.435,101.1254,0,10.4113,0,1466
4,New Quickie,25.608,101.1046,0,10.4110,1,1466
4,New Quickie,25.776,101.0864,1,10.4129,0,1466
4,New Quickie,25.905,101.0734,0,10.4134,0,1466
4,New Quickie,26.292,101.0338,0,10.4135,0,1466
4,New Quickie,26.437,101.0165,0,10.4133,0,1466
4,New Quickie,26.593,100.9991,0,10.4163,0,1466
4,New Quickie,26.738,100.9846,1,10.4153,0,1466
4,New Quickie,26.751,100.9875,0,10.4152,0,1466
4,New Quickie,26.896,100.9682,0,10.4143,0,1466
4,New Quickie,27.293,100.9273,0,10.4178,0,1510
4,New Quickie,27.438,100.9132,0,10.4184,0,1510
4,New Quickie,27.641,100.8933,0,10.4185,0,1510
4,New Quickie,27.762,100.8904,2,10.4221,2,1510
4,New Quickie,27.867,100.8701,2,10.4191,2,1510
4,New Quickie,28.390,100.8167,0,10.4219,0,1553
4,New Quickie,28.462,100.8084,0,10.4237,0,1553
4,New Quickie,28.585,100.7974,0,10.4233,0,1553
4,New Quickie,28.732,100.7837,1,10.4241,1,1553
4,New Quickie,28.876,100.7933,0,10.4226,0,1553
4,New Quickie,29.319,100.7264,1,10.4253,0,1560
4,New Quickie,29.500,100.7028,0,10.4266,0,1560
4,New Quickie,29.628,100.6900,1,10.4265,0,1560
4,New Quickie,29.763,100.6797,1,10.4267,0,1560
4,New Quickie,29.871,100.6656,1,10.4275,0,1560
4,New Quickie,30.363,100.6100,0,10.4277,0,1560
4,New Quickie,30.521,100.5853,0,10.4274,0,1560
4,New Quickie,31.547,100.4934,1,10.4270,1,1560
4,New Quickie,33.471,100.1867,0,10.4208,0,1560
4,New Quickie,33.573,100.1680,0,10.4229,1,1560
4,New Quickie,33.668,100.1618,0,10.4231,0,1560
4,New Quickie,33.876,100.1306,0,10.4233,0,1560
4,New Quickie,34.344,100.0841,0,10.4242,1,1560
4,New Quickie,34.500,100.0689,0,10.4273,0,1560
4,New Quickie,34.619,100.0622,0,10.4265,0,1560
4,New Quickie,34.765,100.0490,0,10.4292,0,1560
4,New Quickie,34.871,100.0408,1,10.4288,0,1560
4,New Quickie,35.340,100.0049,1,10.4299,0,1560
4,New Quickie,35.476,99.9944,1,10.4307,0,1560
4,New Quickie,35.617,99.9819,0,10.4307,0,1560
4,New Quickie,36.707,99.9051,0,10.4359,0,1560
4,New Quickie,36.868,99.8869,0,10.4357,0,1560
4,New Quickie,39.358,99.6541,0,10.4450,1,1560
4,New Quickie,39.468,99.6462,0,10.4498,0,1560
5,New Gilbert,20.760,384.5623,2,1.4768,2,1670
5,New Gilbert,24.646,384.5239,0,1.4840,0,1520
5,New Gilbert,25.655,384.5212,0,1.4856,0,1520
5,New Gilbert,25.908,384.5155,1,1.4795,0,1650
5,New Gilbert,26.373,384.5140,1,1.4847,0,1650
5,New Gilbert,27.371,384.4993,2,1.4849,0,1650
5,New Gilbert,28.364,384.4923,0,1.4910,0,1760
5,New Gilbert,29.438,384.4836,1,1.4951,0,1760
5,New Gilbert,30.358,384.4784,1,1.4983,0,1760
5,New Gilbert,33.398,384.4405,1,1.5046,0,1760
5,New Gilbert,33.582,384.4376,1,1.5037,1,1500
5,New Gilbert,34.596,384.4311,0,1.5061,0,1500
5,New Quickie,20.831,86.3181,1,10.4410,1,1466
5,New Quickie,21.295,86.2614,0,10.4419,0,1466
5,New Quickie,21.419,86.2488,0,10.4434,0,1466
5,New Quickie,21.708,86.2127,0,10.4448,0,1466
5,New Quickie,23.465,86.0070,0,10.4495,0,1466
5,New Quickie,23.703,85.9780,0,10.4502,0,1466
5,New Quickie,24.399,85.8978,0,10.4529,0,1466
5,New Quickie,24.763,85.8550,0,10.4540,0,1466
5,New Quickie,25.401,85.7825,0,10.4575,0,1466
5,New Quickie,25.769,85.7414,0,10.4590,0,1466
5,New Quickie,26.435,85.6675,1,10.4608,0,1466
5,New Quickie,26.733,85.6344,0,10.4617,0,1466
5,New Quickie,27.865,85.5115,2,10.4653,2,1510
5,New Quickie,28.459,85.4478,0,10.4691,0,1553
5,New Quickie,28.726,85.4212,0,10.4688,0,1553
5,New Quickie,29.495,85.3374,0,10.4722,0,1560
5,New Quickie,29.757,85.3116,1,10.4717,0,1560
5,New Quickie,30.503,85.2295,0,10.4752,0,1560
5,New Quickie,33.463,84.8054,0,10.4777,0,1560
5,New Quickie,33.689,84.7773,0,10.4803,0,1560
5,New Quickie,34.360,84.6998,0,10.4795,0,1560
5,New Quickie,34.753,84.6632,0,10.4837,0,1560
