RRRR	6	18	20	1	0.00222	265.62278	23.078	4999.999	4976.99	999.939
1111	6	18	20	2	113.11	265.73528	1136.055	3957.99	5444.667	917.302
1111	6	18	20	2	293.11139	94.27139	1136.054	3958.011	5444.692	917.173
2222	6	18	20	2	310.4525	93.08111	1513.638	3849.856	5980.665	920.501
2222	6	18	20	3	130.44944	266.92556	1513.635	3849.799	5980.608	920.675
3333	6	18	20	3	121.77583	266.105	1152.276	4022.686	5605.393	923.517
3333	6	18	20	3	301.77806	93.90222	1152.274	4022.717	5605.421	923.372
RRRR	6	18	20	15	180.00306	94.38556	23.078	4999.999	4976.99	999.935
RRRR	6	18	20	15	0.00194	265.62361	23.078	4999.999	4976.989	999.939
1111	6	18	20	16	113.10278	265.73722	1136.009	3957.975	5444.523	917.347
1111	6	18	20	16	293.10389	94.27028	1136.007	3957.995	5444.539	917.2
2222	6	18	20	16	310.44667	93.08056	1513.556	3849.821	5980.499	920.517
2222	6	18	20	16	130.44528	266.92611	1513.555	3849.791	5980.476	920.693
3333	6	18	20	17	121.76917	266.10639	1152.21	4022.669	5605.245	923.552
3333	6	18	20	17	301.77194	93.90389	1152.208	4022.712	5605.285	923.346
RRRR	6	18	20	30	180.00389	94.38444	23.077	4999.998	4976.99	999.936
RRRR	6	18	20	30	0.00306	265.62389	23.078	4999.999	4976.99	999.939
1111	6	18	20	31	113.0975	265.73806	1135.955	3957.982	5444.405	917.366
1111	6	18	20	31	293.09806	94.26889	1135.955	3957.996	5444.412	917.229
2222	6	18	20	31	310.44389	93.08028	1513.466	3849.841	5980.385	920.533
2222	6	18	20	32	130.44278	266.92667	1513.465	3849.816	5980.368	920.715
3333	6	18	20	32	121.76389	266.10694	1152.137	4022.673	5605.113	923.567
3333	6	18	20	32	301.76639	93.90194	1152.134	4022.714	5605.153	923.389
RRRR	6	18	20	51	180.00472	94.38528	23.078	4999.998	4976.99	999.935
RRRR	6	18	20	52	0.00278	265.62306	23.078	4999.999	4976.99	999.939
1111	6	18	20	52	113.08611	265.73972	1135.875	3957.964	5444.168	917.406
1111	6	18	20	52	293.08778	94.26667	1135.876	3957.985	5444.193	917.277
2222	6	18	20	53	310.43861	93.07972	1513.339	3849.846	5980.197	920.554
2222	6	18	20	53	130.43556	266.92667	1513.337	3849.791	5980.142	920.719
3333	6	18	20	53	121.75417	266.10889	1152.031	4022.66	5604.896	923.612
3333	6	18	20	54	301.75611	93.89944	1152.03	4022.692	5604.924	923.446
RRRR	6	18	21	0	180.00528	94.38528	23.077	4999.998	4976.99	999.935
RRRR	6	18	21	0	0.00306	265.6225	23.078	4999.999	4976.99	999.939
1111	6	18	21	1	113.08222	265.73944	1135.845	3957.963	5444.087	917.404
1111	6	18	21	1	293.08333	94.26583	1135.845	3957.979	5444.105	917.297
2222	6	18	21	1	310.43444	93.07833	1513.288	3849.813	5980.082	920.591
2222	6	18	21	1	130.43389	266.9275	1513.286	3849.797	5980.073	920.746
3333	6	18	21	2	121.75111	266.10944	1151.99	4022.66	5604.82	923.624
3333	6	18	21	2	301.75222	93.89889	1151.988	4022.685	5604.835	923.461
RRRR	6	18	21	15	180.00528	94.38583	23.078	4999.998	4976.99	999.935
RRRR	6	18	21	15	0.0025	265.62222	23.078	4999.999	4976.99	999.938
1111	6	18	21	16	113.07556	265.74139	1135.791	3957.958	5443.943	917.446
1111	6	18	21	16	293.07694	94.26472	1135.79	3957.978	5443.965	917.325
2222	6	18	21	16	310.43139	93.0775	1513.199	3849.828	5979.963	920.616
2222	6	18	21	16	130.42972	266.92889	1513.197	3849.791	5979.931	920.785
3333	6	18	21	17	121.74389	266.11083	1151.915	4022.647	5604.661	923.659
3333	6	18	21	17	301.74694	93.89833	1151.913	4022.692	5604.707	923.478
RRRR	6	18	21	30	180.00417	94.38417	23.078	4999.998	4976.99	999.936
RRRR	6	18	21	30	0.0025	265.62306	23.078	4999.999	4976.989	999.939
1111	6	18	21	30	113.06833	265.74333	1135.734	3957.95	5443.789	917.49
1111	6	18	21	31	293.07028	94.26222	1135.734	3957.973	5443.821	917.376
2222	6	18	21	31	310.42667	93.07639	1513.109	3849.81	5979.808	920.655
2222	6	18	21	32	130.425	266.92861	1513.107	3849.78	5979.78	920.787
3333	6	18	21	32	121.73694	266.11167	1151.84	4022.637	5604.504	923.683
3333	6	18	21	32	301.73917	93.89639	1151.837	4022.673	5604.537	923.52
RRRR	6	18	21	45	180.00361	94.38528	23.078	4999.999	4976.99	999.935
RRRR	6	18	21	45	0.00222	265.6225	23.078	4999.999	4976.99	999.939
1111	6	18	21	46	113.06111	265.74528	1135.679	3957.943	5443.641	917.531
1111	6	18	21	46	293.06194	94.26	1135.678	3957.959	5443.654	917.425
2222	6	18	21	46	310.42222	93.07444	1513.02	3849.804	5979.667	920.707
3333	6	18	21	48	121.73139	266.11333	1151.761	4022.641	5604.366	923.722
3333	6	18	21	48	301.73333	93.89361	1151.758	4022.673	5604.395	923.582
RRRR	6	18	22	0	180.00528	94.38583	23.078	4999.998	4976.99	999.935
RRRR	6	18	22	0	0.0025	265.62278	23.078	4999.999	4976.989	999.939
1111	6	18	22	1	113.05444	265.74806	1135.623	3957.94	5443.5	917.591
1111	6	18	22	1	293.05556	94.25917	1135.622	3957.957	5443.513	917.447
2222	6	18	22	1	310.41972	93.07472	1512.931	3849.827	5979.556	920.703
2222	6	18	22	2	130.41806	266.93194	1512.929	3849.794	5979.529	920.883
3333	6	18	22	2	121.72417	266.11417	1151.689	4022.627	5604.208	923.741
3333	6	18	22	2	301.72778	93.8925	1151.686	4022.675	5604.263	923.609
RRRR	6	18	22	15	180.00389	94.38556	23.078	4999.998	4976.99	999.935
RRRR	6	18	22	15	0.00167	265.62444	23.078	4999.999	4976.989	999.939
1111	6	18	22	16	113.0475	265.75028	1135.566	3957.935	5443.352	917.64
1111	6	18	22	16	293.04861	94.25583	1135.564	3957.954	5443.367	917.516
2222	6	18	22	16	310.41444	93.07444	1512.841	3849.806	5979.395	920.72
2222	6	18	22	17	130.41333	266.93389	1512.839	3849.777	5979.374	920.934
3333	6	18	22	17	121.71861	266.11694	1151.613	4022.628	5604.074	923.802
3333	6	18	22	17	301.72111	93.89111	1151.612	4022.664	5604.11	923.642
RRRR	6	18	22	30	180.005	94.38556	23.078	4999.998	4976.99	999.935
RRRR	6	18	22	30	0.00167	265.62333	23.078	4999.999	4976.989	999.939
1111	6	18	22	31	113.04028	265.75222	1135.512	3957.925	5443.198	917.68
1111	6	18	22	31	293.04222	94.25389	1135.511	3957.951	5443.233	917.558
2222	6	18	22	31	310.41028	93.07222	1512.752	3849.801	5979.256	920.781
2222	6	18	22	32	130.40861	266.93472	1512.749	3849.766	5979.226	920.967
3333	6	18	22	32	121.71194	266.11806	1151.539	4022.621	5603.925	923.832
3333	6	18	22	32	301.71472	93.88861	1151.537	4022.658	5603.964	923.698
RRRR	6	18	22	45	180.00333	94.38583	23.078	4999.999	4976.99	999.935
RRRR	6	18	22	45	0.00222	265.62361	23.078	4999.999	4976.989	999.939
1111	6	18	22	45	113.03333	265.75583	1135.458	3957.916	5443.053	917.757
1111	6	18	22	46	293.03472	94.25361	1135.455	3957.943	5443.072	917.572
2222	6	18	22	46	310.40583	93.07194	1512.663	3849.793	5979.11	920.793
2222	6	18	22	47	130.40444	266.9375	1512.661	3849.758	5979.085	921.04
3333	6	18	22	47	121.705	266.12194	1151.465	4022.606	5603.77	923.911
3333	6	18	22	47	301.70694	93.88972	1151.463	4022.642	5603.793	923.677
RRRR	6	18	23	0	180.00306	94.38583	23.078	4999.999	4976.99	999.935
RRRR	6	18	23	0	0.00111	265.6225	23.078	5000	4976.989	999.939
1111	6	18	23	1	113.02528	265.75611	1135.403	3957.904	5442.887	917.766
1111	6	18	23	1	293.02889	94.25083	1135.402	3957.943	5442.949	917.626
2222	6	18	23	1	310.40194	93.07139	1512.574	3849.79	5978.97	920.811
2222	6	18	23	2	130.40028	266.93556	1512.573	3849.754	5978.943	920.993
3333	6	18	23	2	121.69972	266.11944	1151.392	4022.614	5603.637	923.868
3333	6	18	23	2	301.70111	93.88722	1151.389	4022.641	5603.658	923.733
RRRR	6	18	23	15	180.00556	94.38583	23.078	4999.998	4976.99	999.935
RRRR	6	18	23	15	0.00222	265.62194	23.078	4999.999	4976.989	999.938
1111	6	18	23	16	113.01889	265.75889	1135.348	3957.901	5442.748	917.823
1111	6	18	23	16	293.02111	94.24833	1135.347	3957.931	5442.788	917.679
2222	6	18	23	16	310.39944	93.07083	1512.485	3849.814	5978.863	920.831
2222	6	18	23	17	130.39722	266.93778	1512.483	3849.768	5978.824	921.054
3333	6	18	23	17	121.69417	266.12278	1151.318	4022.616	5603.508	923.937
3333	6	18	23	17	301.69556	93.88528	1151.316	4022.642	5603.526	923.778
RRRR	6	18	23	30	180.00389	94.38306	23.078	4999.998	4976.99	999.936
RRRR	6	18	23	30	0.00194	265.6225	23.078	4999.999	4976.99	999.939
1111	6	18	23	31	113.0125	265.75917	1135.294	3957.901	5442.613	917.835
1111	6	18	23	31	293.01444	94.2475	1135.293	3957.926	5442.646	917.702
2222	6	18	23	31	310.39472	93.06806	1512.396	3849.797	5978.712	920.909
2222	6	18	23	32	130.39139	266.93833	1512.394	3849.738	5978.653	921.078
3333	6	18	23	32	121.68667	266.12361	1151.245	4022.599	5603.343	923.959
3333	6	18	23	32	301.68806	93.88389	1151.243	4022.622	5603.359	923.81
RRRR	6	18	23	45	180.00278	94.38167	23.078	4999.999	4976.99	999.937
RRRR	6	18	23	45	0.00278	265.62333	23.078	4999.999	4976.989	999.939
1111	6	18	23	46	113.00556	265.76083	1135.24	3957.895	5442.467	917.874
1111	6	18	23	46	293.0075	94.24333	1135.242	3957.913	5442.499	917.791
2222	6	18	23	46	310.39028	93.0675	1512.306	3849.793	5978.57	920.931
2222	6	18	23	47	130.38833	266.93889	1512.305	3849.752	5978.534	921.095
3333	6	18	23	47	121.68028	266.12306	1151.171	4022.592	5603.193	923.953
3333	6	18	23	47	301.68278	93.88167	1151.17	4022.625	5603.231	923.857
RRRR	6	19	0	0	180.00306	94.38444	23.078	4999.999	4976.99	999.936
RRRR	6	19	0	0	0.00361	265.62444	23.078	4999.999	4976.99	999.939
1111	6	19	0	1	112.99889	265.76306	1135.191	3957.886	5442.328	917.92
1111	6	19	0	1	293.00028	94.24472	1135.19	3957.907	5442.346	917.762
2222	6	19	0	1	310.38667	93.06778	1512.219	3849.796	5978.439	920.924
2222	6	19	0	2	130.38389	266.94028	1512.218	3849.744	5978.392	921.135
3333	6	19	0	2	121.67278	266.12611	1151.101	4022.571	5603.031	924.019
3333	6	19	0	2	301.67444	93.88333	1151.1	4022.6	5603.053	923.832
RRRR	6	19	0	15	180.005	94.38528	23.078	4999.998	4976.99	999.935
RRRR	6	19	0	15	0.00222	265.62472	23.078	4999.999	4976.989	999.939
1111	6	19	0	16	112.99028	265.76333	1135.142	3957.864	5442.151	917.928
1111	6	19	0	16	292.99222	94.24333	1135.142	3957.887	5442.182	917.793
2222	6	19	0	16	310.38194	93.06722	1512.13	3849.785	5978.29	920.945
2222	6	19	0	17	130.37917	266.94028	1512.128	3849.732	5978.24	921.141
3333	6	19	0	17	121.66722	266.12583	1151.03	4022.573	5602.9	924.02
3333	6	19	0	17	301.66833	93.88222	1151.029	4022.596	5602.914	923.857
RRRR	6	19	0	30	180.00556	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	0	30	0.00139	265.62194	23.078	4999.999	4976.99	999.938
1111	6	19	0	31	112.98389	265.76417	1135.093	3957.858	5442.015	917.946
1111	6	19	0	31	292.98639	94.2425	1135.093	3957.888	5442.061	917.813
2222	6	19	0	31	310.3775	93.06639	1512.042	3849.774	5978.142	920.971
2222	6	19	0	32	130.37528	266.94028	1512.039	3849.731	5978.102	921.149
3333	6	19	0	32	121.65972	266.12694	1150.96	4022.551	5602.735	924.048
3333	6	19	0	32	301.66222	93.88111	1150.959	4022.589	5602.772	923.884
RRRR	6	19	0	45	180.00361	94.38444	23.078	4999.998	4976.989	999.936
RRRR	6	19	0	45	0.00278	265.62222	23.078	4999.999	4976.989	999.938
1111	6	19	0	46	112.97528	265.76528	1135.046	3957.833	5441.842	917.975
1111	6	19	0	46	292.9775	94.24306	1135.045	3957.863	5441.877	917.807
2222	6	19	0	46	310.37417	93.06583	1511.953	3849.781	5978.015	920.988
2222	6	19	0	47	130.37194	266.94028	1511.952	3849.739	5977.977	921.155
3333	6	19	0	47	121.65361	266.12694	1150.892	4022.546	5602.598	924.055
3333	6	19	0	47	301.65583	93.88056	1150.89	4022.578	5602.626	923.899
RRRR	6	19	1	0	180.00417	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	1	0	0.00278	265.6225	23.078	4999.999	4976.989	999.939
1111	6	19	1	0	112.96944	265.76583	1134.999	3957.832	5441.72	917.987
1111	6	19	1	1	292.97111	94.24056	1134.998	3957.854	5441.747	917.863
2222	6	19	1	1	310.36833	93.06639	1511.865	3849.752	5977.844	920.98
2222	6	19	1	1	130.36611	266.94083	1511.863	3849.705	5977.802	921.169
3333	6	19	1	2	121.64611	266.12694	1150.825	4022.522	5602.432	924.056
3333	6	19	1	2	301.64861	93.87917	1150.823	4022.56	5602.473	923.931
RRRR	6	19	1	15	180.00333	94.38361	23.078	4999.999	4976.99	999.936
RRRR	6	19	1	15	0.00139	265.6225	23.078	4999.999	4976.99	999.939
1111	6	19	1	16	112.96111	265.76472	1134.956	3957.809	5441.552	917.966
1111	6	19	1	16	292.96306	94.23972	1134.955	3957.831	5441.585	917.881
2222	6	19	1	16	310.36361	93.06556	1511.777	3849.736	5977.691	921.006
2222	6	19	1	17	130.36167	266.94	1511.775	3849.7	5977.657	921.154
3333	6	19	1	17	121.63944	266.12667	1150.758	4022.512	5602.286	924.055
3333	6	19	1	17	301.64167	93.87972	1150.756	4022.544	5602.318	923.927
RRRR	6	19	1	30	180.00528	94.38472	23.078	4999.998	4976.99	999.936
RRRR	6	19	1	30	0.00278	265.62417	23.078	4999.999	4976.99	999.939
1111	6	19	1	31	112.95389	265.76556	1134.912	3957.791	5441.401	917.99
1111	6	19	1	31	292.95472	94.24222	1134.911	3957.81	5441.413	917.832
2222	6	19	1	31	310.36056	93.06528	1511.689	3849.752	5977.574	921.018
2222	6	19	1	32	130.35694	266.94083	1511.687	3849.687	5977.509	921.182
3333	6	19	1	32	121.6325	266.12667	1150.692	4022.493	5602.13	924.061
3333	6	19	1	32	301.635	93.88167	1150.69	4022.53	5602.165	923.895
RRRR	6	19	1	45	180.005	94.38528	23.078	4999.998	4976.99	999.935
RRRR	6	19	1	45	0.0025	265.62444	23.078	4999.999	4976.989	999.939
1111	6	19	1	45	112.94556	265.765	1134.871	3957.766	5441.235	917.98
1111	6	19	1	46	292.94694	94.24139	1134.87	3957.786	5441.254	917.851
2222	6	19	1	46	310.35611	93.06583	1511.601	3849.746	5977.43	921.01
2222	6	19	1	47	130.35333	266.94167	1511.599	3849.689	5977.377	921.212
3333	6	19	1	47	121.62583	266.12639	1150.628	4022.478	5601.983	924.059
3333	6	19	1	47	301.62778	93.88139	1150.626	4022.509	5602.01	923.904
RRRR	6	19	2	0	180.00556	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	2	0	0.00333	265.62222	23.078	4999.999	4976.989	999.938
1111	6	19	2	1	112.9375	265.76389	1134.829	3957.744	5441.071	917.964
1111	6	19	2	1	292.94028	94.24361	1134.829	3957.776	5441.119	917.811
2222	6	19	2	1	310.35056	93.06611	1511.513	3849.715	5977.258	921.009
2222	6	19	2	2	130.34861	266.93972	1511.511	3849.676	5977.222	921.158
3333	6	19	2	2	121.61861	266.12667	1150.564	4022.457	5601.827	924.066
3333	6	19	2	2	301.62028	93.88028	1150.562	4022.485	5601.851	923.928
RRRR	6	19	2	15	180.00472	94.38389	23.078	4999.998	4976.99	999.936
RRRR	6	19	2	15	0.00333	265.62194	23.078	4999.999	4976.989	999.938
1111	6	19	2	16	112.92944	265.76194	1134.79	3957.72	5440.906	917.925
1111	6	19	2	16	292.93139	94.24306	1134.79	3957.741	5440.938	917.828
2222	6	19	2	16	310.34639	93.06639	1511.424	3849.711	5977.115	921.001
2222	6	19	2	17	130.34472	266.94	1511.423	3849.679	5977.09	921.17
3333	6	19	2	17	121.61111	266.12444	1150.501	4022.435	5601.665	924.026
3333	6	19	2	17	301.61306	93.88222	1150.498	4022.464	5601.691	923.895
RRRR	6	19	2	30	180.00472	94.38417	23.078	4999.998	4976.99	999.936
RRRR	6	19	2	30	0.00333	265.62306	23.078	4999.999	4976.99	999.939
1111	6	19	2	30	112.92194	265.76194	1134.753	3957.697	5440.757	917.929
1111	6	19	2	31	292.92389	94.24528	1134.751	3957.723	5440.786	917.784
2222	6	19	2	31	310.34056	93.0675	1511.335	3849.684	5976.944	920.98
2222	6	19	2	32	130.33861	266.93833	1511.333	3849.646	5976.908	921.133
3333	6	19	2	32	121.60333	266.12361	1150.438	4022.408	5601.5	924.014
3333	6	19	2	32	301.60556	93.8825	1150.436	4022.439	5601.53	923.892
RRRR	6	19	2	45	180.00528	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	2	45	0.00361	265.62306	23.078	4999.999	4976.989	999.939
1111	6	19	2	46	112.91389	265.75944	1134.713	3957.674	5440.593	917.882
1111	6	19	2	46	292.91444	94.245	1134.713	3957.684	5440.601	917.792
2222	6	19	2	46	310.33639	93.06778	1511.247	3849.678	5976.801	920.976
2222	6	19	2	47	130.33417	266.9375	1511.246	3849.636	5976.761	921.119
3333	6	19	2	47	121.59472	266.12361	1150.376	4022.369	5601.319	924.021
3333	6	19	2	47	301.59806	93.88306	1150.374	4022.414	5601.371	923.883
RRRR	6	19	3	0	180.00556	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	3	0	0.00333	265.62139	23.078	4999.999	4976.99	999.938
1111	6	19	3	1	112.90639	265.75861	1134.676	3957.653	5440.444	917.866
1111	6	19	3	1	292.90778	94.2475	1134.677	3957.67	5440.463	917.749
2222	6	19	3	1	310.33278	93.06972	1511.16	3849.684	5976.67	920.934
2222	6	19	3	2	130.32889	266.93722	1511.158	3849.612	5976.597	921.117
3333	6	19	3	2	121.58861	266.12111	1150.314	4022.36	5601.179	923.971
3333	6	19	3	2	301.59056	93.88389	1150.312	4022.388	5601.209	923.873
RRRR	6	19	3	15	180.00417	94.38306	23.078	4999.998	4976.99	999.936
RRRR	6	19	3	15	0.00444	265.62333	23.078	4999.998	4976.99	999.939
1111	6	19	3	16	112.89667	265.75611	1134.64	3957.614	5440.249	917.821
1111	6	19	3	16	292.89806	94.24917	1134.64	3957.631	5440.271	917.716
2222	6	19	3	16	310.32667	93.06861	1511.071	3849.65	5976.494	920.962
2222	6	19	3	17	130.32417	266.93583	1511.069	3849.603	5976.446	921.086
3333	6	19	3	17	121.58056	266.11917	1150.253	4022.33	5601.009	923.94
3333	6	19	3	17	301.58056	93.8875	1150.251	4022.339	5601.002	923.806
RRRR	6	19	3	30	180.00444	94.385	23.078	4999.998	4976.99	999.936
RRRR	6	19	3	30	0.00333	265.62167	23.078	4999.999	4976.99	999.938
1111	6	19	3	30	112.88861	265.75417	1134.604	3957.587	5440.089	917.786
1111	6	19	3	31	292.88889	94.25111	1134.602	3957.599	5440.091	917.684
2222	6	19	3	31	310.32028	93.07111	1510.982	3849.608	5976.302	920.905
2222	6	19	3	32	130.31917	266.93639	1510.98	3849.586	5976.289	921.101
3333	6	19	3	32	121.57306	266.11806	1150.191	4022.305	5600.848	923.919
3333	6	19	3	32	301.57389	93.8875	1150.19	4022.323	5600.86	923.811
RRRR	6	19	3	45	180.00417	94.38389	23.078	4999.998	4976.99	999.936
RRRR	6	19	3	45	0.00306	265.62333	23.078	4999.999	4976.989	999.939
1111	6	19	3	46	112.88	265.7525	1134.568	3957.557	5439.917	917.756
1111	6	19	3	46	292.88139	94.25306	1134.569	3957.574	5439.939	917.646
2222	6	19	3	46	310.31667	93.07222	1510.894	3849.616	5976.174	920.882
2222	6	19	3	47	130.31389	266.93472	1510.891	3849.561	5976.119	921.061
3333	6	19	3	47	121.56528	266.1175	1150.131	4022.275	5600.682	923.913
3333	6	19	3	47	301.5675	93.88944	1150.129	4022.309	5600.717	923.777
RRRR	6	19	4	0	180.00472	94.385	23.078	4999.998	4976.99	999.936
RRRR	6	19	4	0	0.00306	265.62194	23.078	4999.999	4976.99	999.938
1111	6	19	4	1	112.87194	265.75028	1134.53	3957.532	5439.753	917.713
1111	6	19	4	1	292.87306	94.255	1134.529	3957.548	5439.769	917.613
2222	6	19	4	1	310.31194	93.07361	1510.804	3849.604	5976.018	920.851
2222	6	19	4	2	130.31056	266.93361	1510.803	3849.572	5975.994	921.039
3333	6	19	4	2	121.55778	266.11639	1150.068	4022.253	5600.524	923.898
3333	6	19	4	2	301.56028	93.89	1150.066	4022.286	5600.559	923.766
RRRR	6	19	4	15	180.00528	94.38472	23.078	4999.998	4976.99	999.936
RRRR	6	19	4	15	0.00306	265.62222	23.078	4999.999	4976.99	999.938
1111	6	19	4	16	112.86306	265.74833	1134.493	3957.502	5439.577	917.681
1111	6	19	4	16	292.86389	94.2575	1134.493	3957.514	5439.587	917.565
2222	6	19	4	16	310.30611	93.07361	1510.716	3849.574	5975.847	920.85
2222	6	19	4	17	130.30472	266.93139	1510.713	3849.544	5975.818	920.986
3333	6	19	4	17	121.54972	266.11472	1150.007	4022.223	5600.354	923.865
3333	6	19	4	17	301.55167	93.89139	1150.005	4022.252	5600.382	923.745
RRRR	6	19	4	30	180.00417	94.38444	23.078	4999.998	4976.99	999.936
RRRR	6	19	4	30	0.005	265.6225	23.078	4999.998	4976.99	999.939
1111	6	19	4	30	112.85472	265.74583	1134.456	3957.474	5439.409	917.634
1111	6	19	4	31	292.85667	94.25861	1134.455	3957.497	5439.443	917.544
2222	6	19	4	31	310.30194	93.07361	1510.627	3849.568	5975.701	920.857
2222	6	19	4	31	130.3	266.93222	1510.625	3849.533	5975.67	921.009
3333	6	19	4	32	121.54222	266.1125	1149.945	4022.197	5600.189	923.826
3333	6	19	4	32	301.54417	93.89389	1149.943	4022.228	5600.22	923.699
RRRR	6	19	4	45	180.00528	94.38556	23.078	4999.998	4976.99	999.935
RRRR	6	19	4	45	0.00333	265.62333	23.078	4999.999	4976.989	999.939
1111	6	19	4	46	112.84667	265.74583	1134.418	3957.448	5439.248	917.637
1111	6	19	4	46	292.84778	94.26083	1134.417	3957.466	5439.264	917.503
2222	6	19	4	46	310.29722	93.07639	1510.538	3849.561	5975.55	920.79
2222	6	19	4	47	130.29583	266.93333	1510.535	3849.528	5975.528	921.046
3333	6	19	4	47	121.53444	266.11278	1149.882	4022.168	5600.023	923.834
3333	6	19	4	47	301.53667	93.89472	1149.881	4022.202	5600.056	923.687
RRRR	6	19	5	0	180.00472	94.38472	23.078	4999.998	4976.99	999.936
RRRR	6	19	5	0	0.00417	265.6225	23.078	4999.998	4976.989	999.939
1111	6	19	5	1	112.83944	265.74556	1134.378	3957.43	5439.102	917.63
1111	6	19	5	1	292.84222	94.26222	1134.378	3957.461	5439.146	917.479
2222	6	19	5	1	310.29389	93.07694	1510.45	3849.571	5975.425	920.781
2222	6	19	5	2	130.29306	266.93111	1510.448	3849.548	5975.412	920.994
3333	6	19	5	2	121.52889	266.11167	1149.82	4022.165	5599.895	923.82
3333	6	19	5	2	301.53111	93.89528	1149.818	4022.198	5599.927	923.681
RRRR	6	19	5	15	180.00583	94.38472	23.078	4999.998	4976.99	999.936
RRRR	6	19	5	15	0.00361	265.62333	23.078	4999.999	4976.989	999.939
1111	6	19	5	16	112.83194	265.74139	1134.338	3957.414	5438.945	917.552
1111	6	19	5	16	292.83167	94.26222	1134.337	3957.418	5438.938	917.482
2222	6	19	5	16	310.28917	93.07556	1510.36	3849.559	5975.274	920.819
2222	6	19	5	17	130.28694	266.92806	1510.358	3849.517	5975.23	920.919
3333	6	19	5	17	121.52167	266.10806	1149.755	4022.149	5599.736	923.748
3333	6	19	5	17	301.52222	93.89556	1149.753	4022.16	5599.743	923.676
RRRR	6	19	5	30	180.00528	94.38417	23.078	4999.998	4976.99	999.936
RRRR	6	19	5	30	0.00306	265.62222	23.078	4999.999	4976.989	999.938
1111	6	19	5	31	112.82361	265.7425	1134.298	3957.386	5438.782	917.578
1111	6	19	5	31	292.82389	94.26472	1134.297	3957.4	5438.784	917.435
2222	6	19	5	31	310.28417	93.0775	1510.273	3849.541	5975.114	920.776
2222	6	19	5	32	130.28306	266.92917	1510.271	3849.515	5975.095	920.952
3333	6	19	5	32	121.51444	266.10972	1149.691	4022.125	5599.581	923.788
3333	6	19	5	32	301.51528	93.89944	1149.689	4022.148	5599.591	923.605
RRRR	6	19	5	45	180.00611	94.38472	23.078	4999.998	4976.99	999.936
RRRR	6	19	5	45	0.00472	265.62167	23.078	4999.998	4976.99	999.938
1111	6	19	5	46	112.81472	265.74	1134.255	3957.36	5438.598	917.534
1111	6	19	5	46	292.81611	94.26528	1134.253	3957.381	5438.624	917.428
2222	6	19	5	46	310.27944	93.07861	1510.183	3849.529	5974.958	920.751
2222	6	19	5	47	130.27833	266.92833	1510.181	3849.508	5974.946	920.93
3333	6	19	5	47	121.50667	266.10722	1149.625	4022.102	5599.411	923.742
3333	6	19	5	47	301.5075	93.89833	1149.623	4022.122	5599.424	923.634
RRRR	6	19	6	0	180.00556	94.38444	23.078	4999.998	4976.99	999.936
